Tale,Characters,TaleOccurrenceFrequency,RelationFrequency
66. Häsichenbraut .,"Häsichen, De",6,6
66. Häsichenbraut .,"Häsichen, Mäken",6,6
66. Häsichenbraut .,"Seits, Mäken",6,6
66. Häsichenbraut .,"Häsichen, Seits",6,6
66. Häsichenbraut .,"Coal, Häsichen",6,6
66. Häsichenbraut .,"Toachter, Geoart",4,4
66. Häsichenbraut .,"Frau, Geoart",4,4
66. Häsichenbraut .,"Häsichen, Toachter",4,4
66. Häsichenbraut .,"Häsichen, Geoart",4,4
66. Häsichenbraut .,"Frau, Häsichen",4,4
66. Häsichenbraut .,"Coal, Mäken",4,4
66. Häsichenbraut .,"Frau, Toachter",4,4
66. Häsichenbraut .,"Coal, Seits",4,4
66. Häsichenbraut .,"Häsichen, 'thu",4,4
66. Häsichenbraut .,"Seits, Toachter",3,3
66. Häsichenbraut .,"Toachter, Mäken",3,3
66. Häsichenbraut .,"Seits, Geoart",3,3
66. Häsichenbraut .,"Seits, Haosenschwanzeken",3,3
66. Häsichenbraut .,"De, Mäken",3,3
66. Häsichenbraut .,"De, Toachter",3,3
66. Häsichenbraut .,"De, Geoart",3,3
66. Häsichenbraut .,"De, Seits",3,3
66. Häsichenbraut .,"Braut, Häsichen",3,3
66. Häsichenbraut .,"Geoart, Mäken",3,3
66. Häsichenbraut .,"Frau, Seits",3,3
66. Häsichenbraut .,"Häsichen, Haosenschwanzeken",3,3
66. Häsichenbraut .,"Haosenschwanzeken, Mäken",3,3
66. Häsichenbraut .,"Frau, De",3,52
66. Häsichenbraut .,"Coal, Haosenschwanzeken",3,3
66. Häsichenbraut .,"Frau, Mäken",3,3
66. Häsichenbraut .,"Coal, Toachter",2,2
66. Häsichenbraut .,"Braut, De",2,3
66. Häsichenbraut .,"Braut, 'thu",2,2
66. Häsichenbraut .,"De, 'thu",2,2
66. Häsichenbraut .,"Coal, Geoart",2,2
66. Häsichenbraut .,"Coal, Frau",2,2
66. Häsichenbraut .,"Fuchs, Hase",1,10
66. Häsichenbraut .,"Mir_Es, Häsichen",1,1
66. Häsichenbraut .,"Mir_Es, Mäken",1,1
66. Häsichenbraut .,"Mir_Es, Haosenschwanzeken",1,1
66. Häsichenbraut .,"Braut, Kleid",1,1
66. Häsichenbraut .,"Pfarrer, Hase",1,1
66. Häsichenbraut .,"De, Kleid",1,1
66. Häsichenbraut .,"Coal, Mir_Es",1,1
66. Häsichenbraut .,"Mir_Es, Seits",1,1
66. Häsichenbraut .,"Häsichen, Kleid",1,1
66. Häsichenbraut .,"Coal, De",1,1
66. Häsichenbraut .,"Fuchs, Pfarrer",1,1
67. Die zwölf Jäger .,"König, Jäger",7,34
67. Die zwölf Jäger .,"König, Löwe",6,12
67. Die zwölf Jäger .,"Vater, König",4,19
67. Die zwölf Jäger .,"Mädchen, König",4,24
67. Die zwölf Jäger .,"Vorzimmer, König",4,4
67. Die zwölf Jäger .,"König, Königstochter",3,20
67. Die zwölf Jäger .,"König, Spinnrad",3,3
67. Die zwölf Jäger .,"Vorzimmer, Jäger",3,3
67. Die zwölf Jäger .,"Mädchen, Jäger",3,8
67. Die zwölf Jäger .,"Vorzimmer, Spinnrad",3,3
67. Die zwölf Jäger .,"König, Erbse",3,3
67. Die zwölf Jäger .,"Königstochter, Sohn",2,3
67. Die zwölf Jäger .,"Königstochter, Jäger",2,12
67. Die zwölf Jäger .,"Mädchen, Vorzimmer",2,2
67. Die zwölf Jäger .,"Vorzimmer, Erbse",2,2
67. Die zwölf Jäger .,"Morgen, Jäger",2,5
67. Die zwölf Jäger .,"Vorzimmer, Königstochter",2,2
67. Die zwölf Jäger .,"König, Jungfrau",2,15
67. Die zwölf Jäger .,"Mädchen, Löwe",2,2
67. Die zwölf Jäger .,"König, Jagd",2,8
67. Die zwölf Jäger .,"Braut, Herz",2,9
67. Die zwölf Jäger .,"Mädchen, Sprache",2,8
67. Die zwölf Jäger .,"Morgen, Vorzimmer",2,2
67. Die zwölf Jäger .,"Diener, Jäger",2,3
67. Die zwölf Jäger .,"Morgen, König",2,20
67. Die zwölf Jäger .,"König, Sohn",2,14
67. Die zwölf Jäger .,"Jungfrau, Königstochter",2,5
67. Die zwölf Jäger .,"Löwe, Jäger",2,9
67. Die zwölf Jäger .,"König, Mann",2,30
67. Die zwölf Jäger .,"Spinnrad, Mann",2,2
67. Die zwölf Jäger .,"Morgen, Königstochter",2,4
67. Die zwölf Jäger .,"Mädchen, Erbse",2,3
67. Die zwölf Jäger .,"König, Sprache",2,18
67. Die zwölf Jäger .,"Erbse, Jäger",2,2
67. Die zwölf Jäger .,"Löwe, Mann",2,2
67. Die zwölf Jäger .,"Vater, Sohn",2,18
67. Die zwölf Jäger .,"Jungfrau, Tochter",1,3
67. Die zwölf Jäger .,"Vater, Königstochter",1,2
67. Die zwölf Jäger .,"Braut, Königssohn",1,3
67. Die zwölf Jäger .,"Morgen, Jungfrau",1,1
67. Die zwölf Jäger .,"Herz, Auge",1,5
67. Die zwölf Jäger .,"Löwe, Erbse",1,1
67. Die zwölf Jäger .,"Braut, Reich",1,2
67. Die zwölf Jäger .,"Schlüssel, Gemahlin",1,1
67. Die zwölf Jäger .,"König, Diener",1,15
67. Die zwölf Jäger .,"Sprache, Abend",1,2
67. Die zwölf Jäger .,"Welt, Reich",1,1
67. Die zwölf Jäger .,"Vorzimmer, Sprache",1,1
67. Die zwölf Jäger .,"Reich, Herz",1,1
67. Die zwölf Jäger .,"Vater, Kind",1,20
67. Die zwölf Jäger .,"Welt, Auge",1,4
67. Die zwölf Jäger .,"König, Tochter",1,52
67. Die zwölf Jäger .,"König, Tier",1,17
67. Die zwölf Jäger .,"Reich, Gemahlin",1,3
67. Die zwölf Jäger .,"Mädchen, Diener",1,2
67. Die zwölf Jäger .,"Vater, Reich",1,6
67. Die zwölf Jäger .,"Schlüssel, Mensch",1,1
67. Die zwölf Jäger .,"König, Tod",1,18
67. Die zwölf Jäger .,"Schlüssel, Reich",1,1
67. Die zwölf Jäger .,"Königstochter, Gemahlin",1,3
67. Die zwölf Jäger .,"Sprache, Jäger",1,13
67. Die zwölf Jäger .,"Auge, Gemahlin",1,1
67. Die zwölf Jäger .,"Mensch, Herz",1,4
67. Die zwölf Jäger .,"König, Abend",1,4
67. Die zwölf Jäger .,"Jungfrau, Erbse",1,1
67. Die zwölf Jäger .,"König, Reich",1,18
67. Die zwölf Jäger .,"Hochzeit, Löwe",1,1
67. Die zwölf Jäger .,"Welt, Herz",1,6
67. Die zwölf Jäger .,"Braut, Welt",1,1
67. Die zwölf Jäger .,"Jungfrau, Jäger",1,6
67. Die zwölf Jäger .,"Löwe, Tier",1,7
67. Die zwölf Jäger .,"Löwe, Abend",1,1
67. Die zwölf Jäger .,"Braut, Ring",1,1
67. Die zwölf Jäger .,"Braut, Schlüssel",1,2
67. Die zwölf Jäger .,"Braut, Jagd",1,2
67. Die zwölf Jäger .,"Ring, Liebste",1,1
67. Die zwölf Jäger .,"Morgen, Erbse",1,1
67. Die zwölf Jäger .,"Mädchen, Reich",1,1
67. Die zwölf Jäger .,"Erbse, Mann",1,1
67. Die zwölf Jäger .,"Welt, Gemahlin",1,6
67. Die zwölf Jäger .,"Erbse, Abend",1,1
67. Die zwölf Jäger .,"Vorzimmer, Abend",1,1
67. Die zwölf Jäger .,"Erde, Herz",1,4
67. Die zwölf Jäger .,"Vorzimmer, Jungfrau",1,1
67. Die zwölf Jäger .,"Schlüssel, Welt",1,1
67. Die zwölf Jäger .,"Löwe, Spinnrad",1,1
67. Die zwölf Jäger .,"Spinnrad, Königstochter",1,1
67. Die zwölf Jäger .,"Vater, Bräutigam",1,2
67. Die zwölf Jäger .,"Braut, König",1,11
67. Die zwölf Jäger .,"Abend, Jäger",1,3
67. Die zwölf Jäger .,"Braut, Gemahlin",1,1
67. Die zwölf Jäger .,"Vater, Sprache",1,6
67. Die zwölf Jäger .,"Löwe, Sprache",1,5
67. Die zwölf Jäger .,"Sohn, Auge",1,4
67. Die zwölf Jäger .,"Vater, Tod",1,6
67. Die zwölf Jäger .,"Löwe, Diener",1,2
67. Die zwölf Jäger .,"Braut, Gesicht",1,2
67. Die zwölf Jäger .,"Leute, Jäger",1,2
67. Die zwölf Jäger .,"Mädchen, Morgen",1,6
67. Die zwölf Jäger .,"Mädchen, Vater",1,13
67. Die zwölf Jäger .,"Braut, Mensch",1,1
67. Die zwölf Jäger .,"Schlüssel, Auge",1,1
67. Die zwölf Jäger .,"Schlüssel, Herz",1,3
67. Die zwölf Jäger .,"Vater, Auge",1,3
67. Die zwölf Jäger .,"Vater, Tochter",1,7
67. Die zwölf Jäger .,"Mädchen, Spinnrad",1,2
67. Die zwölf Jäger .,"Mädchen, Königstochter",1,3
67. Die zwölf Jäger .,"König, Auge",1,13
67. Die zwölf Jäger .,"Reich, Auge",1,1
67. Die zwölf Jäger .,"Mensch, Gemahlin",1,2
67. Die zwölf Jäger .,"Mensch, Auge",1,3
67. Die zwölf Jäger .,"Vater, Jungfrau",1,4
67. Die zwölf Jäger .,"Sprache, Tochter",1,4
67. Die zwölf Jäger .,"Königstochter, Erbse",1,1
67. Die zwölf Jäger .,"König, Leute",1,16
67. Die zwölf Jäger .,"Jagd, Jäger",1,2
67. Die zwölf Jäger .,"Mädchen, Mann",1,6
67. Die zwölf Jäger .,"Hochzeit, Gnade",1,1
67. Die zwölf Jäger .,"Vorzimmer, Löwe",1,1
67. Die zwölf Jäger .,"Reich, Mensch",1,1
67. Die zwölf Jäger .,"Mädchen, Tochter",1,7
67. Die zwölf Jäger .,"Braut, Erde",1,3
67. Die zwölf Jäger .,"Ring, Gesicht",1,2
67. Die zwölf Jäger .,"Braut, Auge",1,1
67. Die zwölf Jäger .,"Löwe, Gnade",1,1
67. Die zwölf Jäger .,"Reich, Tochter",1,7
67. Die zwölf Jäger .,"Spinnrad, Jäger",1,1
67. Die zwölf Jäger .,"Sohn, Gemahlin",1,1
67. Die zwölf Jäger .,"Jungfrau, Sprache",1,4
67. Die zwölf Jäger .,"Mädchen, Abend",1,3
67. Die zwölf Jäger .,"Reich, Jungfrau",1,4
67. Die zwölf Jäger .,"Mädchen, Jungfrau",1,3
67. Die zwölf Jäger .,"Morgen, Spinnrad",1,1
67. Die zwölf Jäger .,"Vorzimmer, Mann",1,1
67. Die zwölf Jäger .,"Welt, Mensch",1,5
67. Die zwölf Jäger .,"Herz, Gemahlin",1,4
67. Die zwölf Jäger .,"Sprache, Erbse",1,1
67. Die zwölf Jäger .,"Reich, Sprache",1,2
68. De Gaudeif un sien Meester .,"De, Sohn",7,7
68. De Gaudeif un sien Meester .,"De, Mann",4,43
68. De Gaudeif un sien Meester .,"Gaudeifen, Sohn",4,4
68. De Gaudeif un sien Meester .,"Jan, Sohn",4,4
68. De Gaudeif un sien Meester .,"Jan, De",3,3
68. De Gaudeif un sien Meester .,"Jahr, Sohn",3,11
68. De Gaudeif un sien Meester .,"De, Meister",3,3
68. De Gaudeif un sien Meester .,"Jan, Gaudeifen",3,3
68. De Gaudeif un sien Meester .,"De, Gaudeifen",3,3
68. De Gaudeif un sien Meester .,"Uht, Taum",2,2
68. De Gaudeif un sien Meester .,"Geld, Sohn",2,2
68. De Gaudeif un sien Meester .,"Pferd, Taum",2,2
68. De Gaudeif un sien Meester .,"De, Junge",2,2
68. De Gaudeif un sien Meester .,"Jahr, De",2,4
68. De Gaudeif un sien Meester .,"Pferd, Mie",2,2
68. De Gaudeif un sien Meester .,"Meister, Junge",2,4
68. De Gaudeif un sien Meester .,"Uht, Mie",2,2
68. De Gaudeif un sien Meester .,"Taum, Mie",2,2
68. De Gaudeif un sien Meester .,"Uht, Pferd",2,2
68. De Gaudeif un sien Meester .,"Jan, Herrgott",2,2
68. De Gaudeif un sien Meester .,"Sohn, Mann",2,6
68. De Gaudeif un sien Meester .,"Geld, De",2,3
68. De Gaudeif un sien Meester .,"Herrgott, Gaudeifen",2,2
68. De Gaudeif un sien Meester .,"Herrgott, Sohn",2,2
68. De Gaudeif un sien Meester .,"Gaudeifen, Mann",2,2
68. De Gaudeif un sien Meester .,"Mensch, Taum",1,1
68. De Gaudeif un sien Meester .,"Meister, Sohn",1,3
68. De Gaudeif un sien Meester .,"Sperling, Taum",1,1
68. De Gaudeif un sien Meester .,"Geld, Wagen",1,1
68. De Gaudeif un sien Meester .,"Hund, Mann",1,2
68. De Gaudeif un sien Meester .,"He, De",1,20
68. De Gaudeif un sien Meester .,"Freude, Sohn",1,3
68. De Gaudeif un sien Meester .,"Uht, Awerst",1,1
68. De Gaudeif un sien Meester .,"Gott, Mann",1,8
68. De Gaudeif un sien Meester .,"De, Awerst",1,17
68. De Gaudeif un sien Meester .,"Uht, Mann",1,1
68. De Gaudeif un sien Meester .,"Frau, Eine",1,3
68. De Gaudeif un sien Meester .,"Wald, Frau",1,22
68. De Gaudeif un sien Meester .,"Jan, Gott",1,1
68. De Gaudeif un sien Meester .,"Uht, Geld",1,1
68. De Gaudeif un sien Meester .,"Frau, Mann",1,70
68. De Gaudeif un sien Meester .,"Braut, Geld",1,1
68. De Gaudeif un sien Meester .,"Wald, Gaudeifen",1,1
68. De Gaudeif un sien Meester .,"Jan, Eine",1,1
68. De Gaudeif un sien Meester .,"Mensch, Pferd",1,2
68. De Gaudeif un sien Meester .,"Uht, Junge",1,1
68. De Gaudeif un sien Meester .,"Geld, Mann",1,8
68. De Gaudeif un sien Meester .,"Gott, Meister",1,1
68. De Gaudeif un sien Meester .,"Gott, De",1,3
68. De Gaudeif un sien Meester .,"Pferd, Junge",1,3
68. De Gaudeif un sien Meester .,"Uht, Hund",1,1
68. De Gaudeif un sien Meester .,"Sohn, Junge",1,3
68. De Gaudeif un sien Meester .,"Sohn, Mie",1,1
68. De Gaudeif un sien Meester .,"Wald, Sohn",1,6
68. De Gaudeif un sien Meester .,"De, Pferd",1,1
68. De Gaudeif un sien Meester .,"De, Wagen",1,1
68. De Gaudeif un sien Meester .,"Jan, Meister",1,1
68. De Gaudeif un sien Meester .,"Wald, Meister",1,3
68. De Gaudeif un sien Meester .,"Eine, Mann",1,3
68. De Gaudeif un sien Meester .,"Gott, Gaudeifen",1,1
68. De Gaudeif un sien Meester .,"Frau, Meister",1,1
68. De Gaudeif un sien Meester .,"Awerst, Mie",1,1
68. De Gaudeif un sien Meester .,"Jahr, Geld",1,2
68. De Gaudeif un sien Meester .,"Meister, Eine",1,1
68. De Gaudeif un sien Meester .,"Pferd, Mann",1,6
68. De Gaudeif un sien Meester .,"Wald, Eine",1,2
68. De Gaudeif un sien Meester .,"Freude, Junge",1,1
68. De Gaudeif un sien Meester .,"Gaudeifen, Meister",1,1
68. De Gaudeif un sien Meester .,"Frau, Sohn",1,4
68. De Gaudeif un sien Meester .,"Stall, Pferd",1,6
68. De Gaudeif un sien Meester .,"Awerst, Junge",1,1
68. De Gaudeif un sien Meester .,"Frau, Gaudeifen",1,1
68. De Gaudeif un sien Meester .,"Sohn, Eine",1,1
68. De Gaudeif un sien Meester .,"Wagen, Mann",1,2
68. De Gaudeif un sien Meester .,"Uht, Mensch",1,1
68. De Gaudeif un sien Meester .,"Gaudeifen, Eine",1,1
68. De Gaudeif un sien Meester .,"Sperling, Mie",1,1
68. De Gaudeif un sien Meester .,"Stall, De",1,1
68. De Gaudeif un sien Meester .,"Wald, De",1,1
68. De Gaudeif un sien Meester .,"Sperling, Pferd",1,6
68. De Gaudeif un sien Meester .,"Mensch, Mie",1,1
68. De Gaudeif un sien Meester .,"Jan, Geld",1,1
68. De Gaudeif un sien Meester .,"Pferd, Awerst",1,1
68. De Gaudeif un sien Meester .,"Gott, Frau",1,13
68. De Gaudeif un sien Meester .,"Mie, Junge",1,1
68. De Gaudeif un sien Meester .,"Jan, Mann",1,1
68. De Gaudeif un sien Meester .,"Awerst, Taum",1,1
68. De Gaudeif un sien Meester .,"Uht, Wagen",1,1
68. De Gaudeif un sien Meester .,"Wald, Jan",1,1
68. De Gaudeif un sien Meester .,"Braut, Jahr",1,1
68. De Gaudeif un sien Meester .,"Jan, Frau",1,1
68. De Gaudeif un sien Meester .,"Hund, De",1,1
68. De Gaudeif un sien Meester .,"Herrgott, De",1,4
68. De Gaudeif un sien Meester .,"Gott, Sohn",1,4
68. De Gaudeif un sien Meester .,"Jan, Jahr",1,1
68. De Gaudeif un sien Meester .,"Stall, Mann",1,2
68. De Gaudeif un sien Meester .,"Hund, Wagen",1,2
68. De Gaudeif un sien Meester .,"Meister, Awerst",1,1
68. De Gaudeif un sien Meester .,"He, Sohn",1,1
68. De Gaudeif un sien Meester .,"Sperling, Uht",1,1
68. De Gaudeif un sien Meester .,"Freude, De",1,2
68. De Gaudeif un sien Meester .,"Braut, Sohn",1,2
68. De Gaudeif un sien Meester .,"Meister, Mann",1,2
68. De Gaudeif un sien Meester .,"Mensch, Awerst",1,2
68. De Gaudeif un sien Meester .,"Wald, Mann",1,15
68. De Gaudeif un sien Meester .,"Braut, Jan",1,1
68. De Gaudeif un sien Meester .,"Frau, De",1,52
68. De Gaudeif un sien Meester .,"Hund, Geld",1,2
68. De Gaudeif un sien Meester .,"De, Eine",1,6
68. De Gaudeif un sien Meester .,"Gott, Eine",1,1
68. De Gaudeif un sien Meester .,"Braut, De",1,3
68. De Gaudeif un sien Meester .,"Mensch, Junge",1,3
68. De Gaudeif un sien Meester .,"Geld, Mie",1,1
68. De Gaudeif un sien Meester .,"Taum, Junge",1,1
68. De Gaudeif un sien Meester .,"He, Jahr",1,1
68. De Gaudeif un sien Meester .,"Wald, Gott",1,6
68. De Gaudeif un sien Meester .,"Uht, De",1,1
69. Jorinde und Joringel .,"Korb, Vogel",4,4
69. Jorinde und Joringel .,"Jorinde, Joringel",3,3
69. Jorinde und Joringel .,"Nachtigall, Jorinde",2,2
69. Jorinde und Joringel .,"Jungfrau, Jorinde",2,2
69. Jorinde und Joringel .,"Blume, Jorinde",2,2
69. Jorinde und Joringel .,"Vogel, Jorinde",2,2
69. Jorinde und Joringel .,"Weib, Jorinde",2,2
69. Jorinde und Joringel .,"Blume, Tag",2,4
69. Jorinde und Joringel .,"Joringel, Schloß",2,2
69. Jorinde und Joringel .,"Vogel, Jungfrau",2,6
69. Jorinde und Joringel .,"Wald, Schloß",2,5
69. Jorinde und Joringel .,"Mädchen, Jungfrau",1,3
69. Jorinde und Joringel .,"Frau, Auge",1,9
69. Jorinde und Joringel .,"Vogel, Alte",1,1
69. Jorinde und Joringel .,"Baum, Abend",1,2
69. Jorinde und Joringel .,"Vogel, Türe",1,4
69. Jorinde und Joringel .,"Katze, Abend",1,1
69. Jorinde und Joringel .,"Nachtigall, Joringel",1,1
69. Jorinde und Joringel .,"Joringel, Stimme",1,1
69. Jorinde und Joringel .,"Blume, Weib",1,1
69. Jorinde und Joringel .,"Berg, Blume",1,1
69. Jorinde und Joringel .,"Jungfrau, Haus",1,3
69. Jorinde und Joringel .,"Joringel, Name",1,1
69. Jorinde und Joringel .,"Leide, Tod",1,1
69. Jorinde und Joringel .,"Wald, Abend",1,5
69. Jorinde und Joringel .,"Nacht, Tag",1,20
69. Jorinde und Joringel .,"Weib, Stimme",1,1
69. Jorinde und Joringel .,"Zauberin, Vogel",1,1
69. Jorinde und Joringel .,"Fuß, Stein",1,3
69. Jorinde und Joringel .,"Wald, Frau",1,22
69. Jorinde und Joringel .,"Schloß, Abend",1,1
69. Jorinde und Joringel .,"Jüngling, Joringel",1,1
69. Jorinde und Joringel .,"Vogel, Schloß",1,2
69. Jorinde und Joringel .,"Leide, Vöglein",1,1
69. Jorinde und Joringel .,"Jungfrau, Schloß",1,5
69. Jorinde und Joringel .,"Katze, Tag",1,6
69. Jorinde und Joringel .,"Korb, Jorinde",1,1
69. Jorinde und Joringel .,"Katze, Mensch",1,1
69. Jorinde und Joringel .,"Jüngling, Name",1,1
69. Jorinde und Joringel .,"Korb, Zauberin",1,1
69. Jorinde und Joringel .,"Morgen, Blume",1,2
69. Jorinde und Joringel .,"Jorinde, Haus",1,1
69. Jorinde und Joringel .,"Mädchen, Jorinde",1,1
69. Jorinde und Joringel .,"Wald, Joringel",1,1
69. Jorinde und Joringel .,"Nachtigall, Hand",1,1
69. Jorinde und Joringel .,"Mensch, Abend",1,3
69. Jorinde und Joringel .,"Joringel, Auge",1,1
69. Jorinde und Joringel .,"Weib, Joringel",1,1
69. Jorinde und Joringel .,"Korb, Nachtigall",1,1
69. Jorinde und Joringel .,"Vogel, Haus",1,8
69. Jorinde und Joringel .,"Nachtigall, Vogel",1,1
69. Jorinde und Joringel .,"Kammer, Jungfrau",1,1
69. Jorinde und Joringel .,"Frau, Schloß",1,5
69. Jorinde und Joringel .,"Abend, Tag",1,15
69. Jorinde und Joringel .,"Morgen, Tag",1,9
69. Jorinde und Joringel .,"Hand, Fuß",1,7
69. Jorinde und Joringel .,"Mensch, Tag",1,4
69. Jorinde und Joringel .,"Vogel, Kammer",1,3
69. Jorinde und Joringel .,"Nacht, Schloß",1,6
69. Jorinde und Joringel .,"Blume, Schloß",1,1
69. Jorinde und Joringel .,"Kammer, Schloß",1,7
69. Jorinde und Joringel .,"Tor, Schloß",1,1
69. Jorinde und Joringel .,"Wald, Baum",1,16
69. Jorinde und Joringel .,"Blume, Perle",1,1
69. Jorinde und Joringel .,"Korb, Schloß",1,1
69. Jorinde und Joringel .,"Blume, Nacht",1,1
69. Jorinde und Joringel .,"Blume, Joringel",1,1
69. Jorinde und Joringel .,"Joringel, Baum",1,1
69. Jorinde und Joringel .,"Joringel, Abend",1,1
69. Jorinde und Joringel .,"Schloß, Baum",1,4
69. Jorinde und Joringel .,"Alte, Türe",1,3
69. Jorinde und Joringel .,"Korb, Kammer",1,1
69. Jorinde und Joringel .,"Korb, Jungfrau",1,1
69. Jorinde und Joringel .,"Schloß, Tag",1,3
69. Jorinde und Joringel .,"Hand, Stein",1,4
70. Die drei Glückskinder .,"König, Leute",3,16
70. Die drei Glückskinder .,"Katze, König",3,3
70. Die drei Glückskinder .,"Katze, Schloß",3,3
70. Die drei Glückskinder .,"König, Schloß",2,36
70. Die drei Glückskinder .,"Vater, Hahn",2,2
70. Die drei Glückskinder .,"Zeit, Leute",2,3
70. Die drei Glückskinder .,"Leute, Insel",2,2
70. Die drei Glückskinder .,"Katze, Maus",2,17
70. Die drei Glückskinder .,"Hahn, Zeit",2,4
70. Die drei Glückskinder .,"Hahn, Leute",2,2
70. Die drei Glückskinder .,"Geld, Tod",1,1
70. Die drei Glückskinder .,"Nacht, Leute",1,2
70. Die drei Glückskinder .,"Hahn, Glück",1,1
70. Die drei Glückskinder .,"Ecke, Zahn",1,1
70. Die drei Glückskinder .,"Katze, Sohn",1,1
70. Die drei Glückskinder .,"Ding, Tier",1,2
70. Die drei Glückskinder .,"Sense, Sohn",1,1
70. Die drei Glückskinder .,"König, Ecke",1,3
70. Die drei Glückskinder .,"König, Maus",1,1
70. Die drei Glückskinder .,"Land, Glück",1,1
70. Die drei Glückskinder .,"Gold, Pferd",1,5
70. Die drei Glückskinder .,"Maus, Tisch",1,4
70. Die drei Glückskinder .,"Ding, Tod",1,2
70. Die drei Glückskinder .,"Turm, Geld",1,1
70. Die drei Glückskinder .,"Sense, Insel",1,1
70. Die drei Glückskinder .,"Insel, Maus",1,1
70. Die drei Glückskinder .,"Vater, Geld",1,2
70. Die drei Glückskinder .,"Wasser, Land",1,5
70. Die drei Glückskinder .,"Katze, Leben",1,1
70. Die drei Glückskinder .,"Hahn, Turm",1,1
70. Die drei Glückskinder .,"Zeit, Insel",1,1
70. Die drei Glückskinder .,"Turm, Glück",1,2
70. Die drei Glückskinder .,"Turm, Tier",1,2
70. Die drei Glückskinder .,"Katze, Jagd",1,1
70. Die drei Glückskinder .,"Hahn, Tier",1,1
70. Die drei Glückskinder .,"Gold, König",1,16
70. Die drei Glückskinder .,"Vater, Land",1,1
70. Die drei Glückskinder .,"Tod, Glück",1,2
70. Die drei Glückskinder .,"Bruder, Sense",1,1
70. Die drei Glückskinder .,"Freude, Leute",1,1
70. Die drei Glückskinder .,"Schloß, Leute",1,2
70. Die drei Glückskinder .,"Ding, Geld",1,1
70. Die drei Glückskinder .,"Vater, Turm",1,2
70. Die drei Glückskinder .,"Leute, Jagd",1,1
70. Die drei Glückskinder .,"Ding, Land",1,1
70. Die drei Glückskinder .,"Morgen, Abend",1,9
70. Die drei Glückskinder .,"Insel, Tisch",1,1
70. Die drei Glückskinder .,"Ding, Glück",1,1
70. Die drei Glückskinder .,"Vater, Sense",1,2
70. Die drei Glückskinder .,"Hahn, Ding",1,1
70. Die drei Glückskinder .,"Katze, Land",1,1
70. Die drei Glückskinder .,"Zeit, Nacht",1,4
70. Die drei Glückskinder .,"Wasser, Junge",1,3
70. Die drei Glückskinder .,"Gold, Esel",1,6
70. Die drei Glückskinder .,"Freude, Zeit",1,6
70. Die drei Glückskinder .,"Hahn, Insel",1,1
70. Die drei Glückskinder .,"Turm, Land",1,1
70. Die drei Glückskinder .,"Katze, Reich",1,1
70. Die drei Glückskinder .,"Hahn, Tod",1,2
70. Die drei Glückskinder .,"Vater, Glück",1,2
70. Die drei Glückskinder .,"König, Reich",1,18
70. Die drei Glückskinder .,"Katze, Mann",1,1
70. Die drei Glückskinder .,"Maus, Zahn",1,2
70. Die drei Glückskinder .,"Hahn, Sohn",1,1
70. Die drei Glückskinder .,"Gold, Bruder",1,13
70. Die drei Glückskinder .,"Leute, Mann",1,6
70. Die drei Glückskinder .,"Reich, Jagd",1,1
70. Die drei Glückskinder .,"Vater, Sohn",1,18
70. Die drei Glückskinder .,"Hahn, Freude",1,1
70. Die drei Glückskinder .,"Vater, Ding",1,3
70. Die drei Glückskinder .,"Bruder, König",1,17
70. Die drei Glückskinder .,"Vater, Katze",1,1
70. Die drei Glückskinder .,"Tier, Kopf",1,7
70. Die drei Glückskinder .,"Zeit, Abend",1,4
70. Die drei Glückskinder .,"Geld, Glück",1,4
70. Die drei Glückskinder .,"Hahn, Sense",1,1
70. Die drei Glückskinder .,"Land, Tod",1,2
70. Die drei Glückskinder .,"Hahn, Nacht",1,1
70. Die drei Glückskinder .,"Katze, Feuer",1,5
70. Die drei Glückskinder .,"Feuer, Schloß",1,5
70. Die drei Glückskinder .,"Sense, Leute",1,1
70. Die drei Glückskinder .,"Geld, Land",1,1
70. Die drei Glückskinder .,"Tier, Tod",1,2
70. Die drei Glückskinder .,"Bauer, Bruder",1,1
70. Die drei Glückskinder .,"König, Zahn",1,1
70. Die drei Glückskinder .,"Turm, Ding",1,1
70. Die drei Glückskinder .,"Geld, Tier",1,1
70. Die drei Glückskinder .,"Tier, Glück",1,2
70. Die drei Glückskinder .,"Bauer, Sense",1,1
70. Die drei Glückskinder .,"Tier, Land",1,2
70. Die drei Glückskinder .,"Bruder, Mann",1,7
70. Die drei Glückskinder .,"Katze, Junge",1,1
70. Die drei Glückskinder .,"Maus, Ecke",1,1
70. Die drei Glückskinder .,"Katze, Bruder",1,1
70. Die drei Glückskinder .,"Hahn, Geld",1,1
70. Die drei Glückskinder .,"Leute, Zahn",1,2
70. Die drei Glückskinder .,"Reich, Leute",1,2
70. Die drei Glückskinder .,"Morgen, Zeit",1,2
70. Die drei Glückskinder .,"Schloß, Kopf",1,4
70. Die drei Glückskinder .,"Wasser, Katze",1,1
70. Die drei Glückskinder .,"Leute, Ecke",1,1
70. Die drei Glückskinder .,"Schloß, Leben",1,4
70. Die drei Glückskinder .,"Hahn, Land",1,1
70. Die drei Glückskinder .,"Katze, Leute",1,1
70. Die drei Glückskinder .,"Vater, Tod",1,6
70. Die drei Glückskinder .,"Schloß, Maus",1,1
70. Die drei Glückskinder .,"Land, Junge",1,1
70. Die drei Glückskinder .,"Leute, Maus",1,1
70. Die drei Glückskinder .,"Hahn, Katze",1,5
