Tale,Characters,TaleOccurrenceFrequency,RelationFrequency
70. Die drei Glückskinder .,"Katze, Sense",1,1
70. Die drei Glückskinder .,"Leben, Maus",1,2
70. Die drei Glückskinder .,"Vater, Tier",1,5
70. Die drei Glückskinder .,"König, Jagd",1,8
70. Die drei Glückskinder .,"Turm, Tod",1,1
70. Die drei Glückskinder .,"Freude, Nacht",1,1
70. Die drei Glückskinder .,"König, Kopf",1,12
70. Die drei Glückskinder .,"Leute, Kopf",1,1
71. Sechse kommen durch die ganze Welt .,"Königstochter, Laufer",4,4
71. Sechse kommen durch die ganze Welt .,"Wasser, Brunnen",4,11
71. Sechse kommen durch die ganze Welt .,"Welt, Herr",4,6
71. Sechse kommen durch die ganze Welt .,"Krug, Königstochter",4,4
71. Sechse kommen durch die ganze Welt .,"Stube, Türe",4,7
71. Sechse kommen durch die ganze Welt .,"König, Türe",4,17
71. Sechse kommen durch die ganze Welt .,"König, Sack",4,4
71. Sechse kommen durch die ganze Welt .,"Krug, Laufer",3,3
71. Sechse kommen durch die ganze Welt .,"König, Mann",3,30
71. Sechse kommen durch die ganze Welt .,"König, Tochter",3,52
71. Sechse kommen durch die ganze Welt .,"König, Koch",3,15
71. Sechse kommen durch die ganze Welt .,"Gold, Sack",3,3
71. Sechse kommen durch die ganze Welt .,"König, Stube",3,4
71. Sechse kommen durch die ganze Welt .,"Krug, Brunnen",3,4
71. Sechse kommen durch die ganze Welt .,"Wasser, Krug",3,3
71. Sechse kommen durch die ganze Welt .,"Welt, Mann",2,10
71. Sechse kommen durch die ganze Welt .,"König, Kopf",2,12
71. Sechse kommen durch die ganze Welt .,"König, Baum",2,11
71. Sechse kommen durch die ganze Welt .,"König, Land",2,14
71. Sechse kommen durch die ganze Welt .,"Vogel, Ohr",2,2
71. Sechse kommen durch die ganze Welt .,"Diener, Baum",2,2
71. Sechse kommen durch die ganze Welt .,"Wasser, Königstochter",2,5
71. Sechse kommen durch die ganze Welt .,"Feuer, Koch",2,4
71. Sechse kommen durch die ganze Welt .,"Ohr, Herr",2,4
71. Sechse kommen durch die ganze Welt .,"Sack, Mann",2,3
71. Sechse kommen durch die ganze Welt .,"Bein, Welt",2,2
71. Sechse kommen durch die ganze Welt .,"Vogel, Welt",2,4
71. Sechse kommen durch die ganze Welt .,"Wasser, Laufer",2,2
71. Sechse kommen durch die ganze Welt .,"Diener, Mann",2,3
71. Sechse kommen durch die ganze Welt .,"Brunnen, Laufer",2,2
71. Sechse kommen durch die ganze Welt .,"Welt, Ohr",2,3
71. Sechse kommen durch die ganze Welt .,"Gold, König",2,16
71. Sechse kommen durch die ganze Welt .,"Bein, Mann",2,6
71. Sechse kommen durch die ganze Welt .,"Bein, Laufer",2,2
71. Sechse kommen durch die ganze Welt .,"Krug, Zeit",2,3
71. Sechse kommen durch die ganze Welt .,"Stube, Koch",2,2
71. Sechse kommen durch die ganze Welt .,"Königstochter, Brunnen",2,3
71. Sechse kommen durch die ganze Welt .,"Gold, Reich",2,3
71. Sechse kommen durch die ganze Welt .,"Vogel, Herr",2,2
71. Sechse kommen durch die ganze Welt .,"Laufer, Kopf",2,2
71. Sechse kommen durch die ganze Welt .,"Brunnen, Leben",1,1
71. Sechse kommen durch die ganze Welt .,"Vogel, Erde",1,2
71. Sechse kommen durch die ganze Welt .,"Gold, Wagen",1,1
71. Sechse kommen durch die ganze Welt .,"König, Hand",1,11
71. Sechse kommen durch die ganze Welt .,"Bein, König",1,2
71. Sechse kommen durch die ganze Welt .,"Hand, Mensch",1,2
71. Sechse kommen durch die ganze Welt .,"Land, Mann",1,4
71. Sechse kommen durch die ganze Welt .,"Sprache, Holz",1,1
71. Sechse kommen durch die ganze Welt .,"Schneider, Herr",1,6
71. Sechse kommen durch die ganze Welt .,"Leben, Mann",1,4
71. Sechse kommen durch die ganze Welt .,"Reich, Wagen",1,2
71. Sechse kommen durch die ganze Welt .,"Hand, Mann",1,10
71. Sechse kommen durch die ganze Welt .,"Wasser, Mensch",1,6
71. Sechse kommen durch die ganze Welt .,"Feuer, König",1,7
71. Sechse kommen durch die ganze Welt .,"Mensch, Brunnen",1,1
71. Sechse kommen durch die ganze Welt .,"König, Brunnen",1,3
71. Sechse kommen durch die ganze Welt .,"Tag, Herr",1,6
71. Sechse kommen durch die ganze Welt .,"Jäger, Glück",1,1
71. Sechse kommen durch die ganze Welt .,"Diener, Sack",1,1
71. Sechse kommen durch die ganze Welt .,"Koch, Türe",1,4
71. Sechse kommen durch die ganze Welt .,"Himmel, Herr",1,2
71. Sechse kommen durch die ganze Welt .,"Mann, Kunst",1,2
71. Sechse kommen durch die ganze Welt .,"Diener, Tochter",1,3
71. Sechse kommen durch die ganze Welt .,"Wald, König",1,22
71. Sechse kommen durch die ganze Welt .,"Wasser, König",1,12
71. Sechse kommen durch die ganze Welt .,"Wasser, Zeit",1,1
71. Sechse kommen durch die ganze Welt .,"Schneider, Meister",1,2
71. Sechse kommen durch die ganze Welt .,"Mann, Herr",1,9
71. Sechse kommen durch die ganze Welt .,"Schneider, Gast",1,1
71. Sechse kommen durch die ganze Welt .,"Leben, Kopf",1,5
71. Sechse kommen durch die ganze Welt .,"Reich, Tochter",1,7
71. Sechse kommen durch die ganze Welt .,"Bein, Leben",1,2
71. Sechse kommen durch die ganze Welt .,"König, Meister",1,1
71. Sechse kommen durch die ganze Welt .,"Meister, Tochter",1,1
71. Sechse kommen durch die ganze Welt .,"Hans, Himmel",1,1
71. Sechse kommen durch die ganze Welt .,"Bein, Brunnen",1,2
71. Sechse kommen durch die ganze Welt .,"Tag, Gast",1,3
71. Sechse kommen durch die ganze Welt .,"Mann, Auge",1,8
71. Sechse kommen durch die ganze Welt .,"Leute, Baum",1,1
71. Sechse kommen durch die ganze Welt .,"Jäger, Auge",1,3
71. Sechse kommen durch die ganze Welt .,"Gold, Gast",1,1
71. Sechse kommen durch die ganze Welt .,"Zeit, Laufer",1,1
71. Sechse kommen durch die ganze Welt .,"Mutter, Baum",1,3
71. Sechse kommen durch die ganze Welt .,"Sack, Herr",1,3
71. Sechse kommen durch die ganze Welt .,"Gold, Hand",1,4
71. Sechse kommen durch die ganze Welt .,"Diener, Tag",1,3
71. Sechse kommen durch die ganze Welt .,"Vogel, Laufer",1,1
71. Sechse kommen durch die ganze Welt .,"Tochter, Herr",1,3
71. Sechse kommen durch die ganze Welt .,"Sprache, Mann",1,10
71. Sechse kommen durch die ganze Welt .,"Brunnen, Mann",1,1
71. Sechse kommen durch die ganze Welt .,"Sprache, Diener",1,2
71. Sechse kommen durch die ganze Welt .,"Gold, Herr",1,4
71. Sechse kommen durch die ganze Welt .,"Baum, Mann",1,4
71. Sechse kommen durch die ganze Welt .,"Feuer, Stube",1,2
71. Sechse kommen durch die ganze Welt .,"Sack, Gast",1,3
71. Sechse kommen durch die ganze Welt .,"Leben, Laufer",1,1
71. Sechse kommen durch die ganze Welt .,"Mutter, Holz",1,5
71. Sechse kommen durch die ganze Welt .,"Sprache, Auge",1,1
71. Sechse kommen durch die ganze Welt .,"Hans, Herr",1,2
71. Sechse kommen durch die ganze Welt .,"Diener, Herr",1,7
71. Sechse kommen durch die ganze Welt .,"Bein, Herr",1,1
71. Sechse kommen durch die ganze Welt .,"Auge, Glück",1,2
71. Sechse kommen durch die ganze Welt .,"Erde, Welt",1,2
71. Sechse kommen durch die ganze Welt .,"Reich, Tag",1,2
71. Sechse kommen durch die ganze Welt .,"Gold, Berg",1,5
71. Sechse kommen durch die ganze Welt .,"Meister, Diener",1,1
71. Sechse kommen durch die ganze Welt .,"Wasser, Bein",1,1
71. Sechse kommen durch die ganze Welt .,"Welt, Zeit",1,6
71. Sechse kommen durch die ganze Welt .,"König, Herr",1,31
71. Sechse kommen durch die ganze Welt .,"Welt, Sprache",1,5
71. Sechse kommen durch die ganze Welt .,"Gold, Tag",1,3
71. Sechse kommen durch die ganze Welt .,"Schneider, König",1,3
71. Sechse kommen durch die ganze Welt .,"Welt, Laufer",1,1
71. Sechse kommen durch die ganze Welt .,"König, Tag",1,27
71. Sechse kommen durch die ganze Welt .,"Ohr, Himmel",1,1
71. Sechse kommen durch die ganze Welt .,"Baum, Holz",1,1
71. Sechse kommen durch die ganze Welt .,"Laufer, Mann",1,1
71. Sechse kommen durch die ganze Welt .,"Welt, Jäger",1,4
71. Sechse kommen durch die ganze Welt .,"Geselle, Ding",1,2
71. Sechse kommen durch die ganze Welt .,"Erde, Ohr",1,2
71. Sechse kommen durch die ganze Welt .,"Sprache, Herr",1,7
71. Sechse kommen durch die ganze Welt .,"Hand, Königstochter",1,6
71. Sechse kommen durch die ganze Welt .,"Schloß, Jäger",1,6
71. Sechse kommen durch die ganze Welt .,"Gold, Diener",1,2
71. Sechse kommen durch die ganze Welt .,"Sprache, Baum",1,3
71. Sechse kommen durch die ganze Welt .,"Bein, Ohr",1,1
71. Sechse kommen durch die ganze Welt .,"Krug, Mensch",1,1
71. Sechse kommen durch die ganze Welt .,"Zeit, Königstochter",1,2
71. Sechse kommen durch die ganze Welt .,"Berg, Sack",1,1
71. Sechse kommen durch die ganze Welt .,"Zeit, Brunnen",1,1
71. Sechse kommen durch die ganze Welt .,"Wald, Leute",1,10
71. Sechse kommen durch die ganze Welt .,"Mutter, Sprache",1,3
71. Sechse kommen durch die ganze Welt .,"Gold, Mann",1,8
71. Sechse kommen durch die ganze Welt .,"Welt, Himmel",1,3
71. Sechse kommen durch die ganze Welt .,"König, Laufer",1,1
71. Sechse kommen durch die ganze Welt .,"Gold, Tochter",1,6
71. Sechse kommen durch die ganze Welt .,"Land, Baum",1,3
71. Sechse kommen durch die ganze Welt .,"Bein, Kopf",1,3
71. Sechse kommen durch die ganze Welt .,"Königstochter, Kopf",1,4
71. Sechse kommen durch die ganze Welt .,"Mensch, Laufer",1,1
71. Sechse kommen durch die ganze Welt .,"Jäger, Herr",1,15
71. Sechse kommen durch die ganze Welt .,"Baum, Sack",1,3
71. Sechse kommen durch die ganze Welt .,"Reich, Meister",1,1
71. Sechse kommen durch die ganze Welt .,"Weg, Heller",1,1
71. Sechse kommen durch die ganze Welt .,"Land, Sack",1,1
71. Sechse kommen durch die ganze Welt .,"Reich, Gast",1,1
71. Sechse kommen durch die ganze Welt .,"Land, Leute",1,2
71. Sechse kommen durch die ganze Welt .,"Krug, Hand",1,1
71. Sechse kommen durch die ganze Welt .,"Reich, Sack",1,1
71. Sechse kommen durch die ganze Welt .,"Meister, Gast",1,1
71. Sechse kommen durch die ganze Welt .,"Schneider, Reich",1,1
71. Sechse kommen durch die ganze Welt .,"Erde, Herr",1,3
71. Sechse kommen durch die ganze Welt .,"Diener, Gast",1,1
71. Sechse kommen durch die ganze Welt .,"Schneider, Tochter",1,1
71. Sechse kommen durch die ganze Welt .,"Brunnen, Kopf",1,2
71. Sechse kommen durch die ganze Welt .,"Geselle, Sack",1,3
71. Sechse kommen durch die ganze Welt .,"Sack, Tag",1,2
71. Sechse kommen durch die ganze Welt .,"Meister, Tag",1,3
71. Sechse kommen durch die ganze Welt .,"Hand, Brunnen",1,3
71. Sechse kommen durch die ganze Welt .,"Mensch, Königstochter",1,3
71. Sechse kommen durch die ganze Welt .,"Hans, Ohr",1,1
71. Sechse kommen durch die ganze Welt .,"Reich, Diener",1,1
71. Sechse kommen durch die ganze Welt .,"Soldat, Tochter",1,2
71. Sechse kommen durch die ganze Welt .,"König, Leben",1,16
71. Sechse kommen durch die ganze Welt .,"Hans, Welt",1,1
71. Sechse kommen durch die ganze Welt .,"Herr, Gast",1,8
71. Sechse kommen durch die ganze Welt .,"Meister, Sack",1,4
71. Sechse kommen durch die ganze Welt .,"Geselle, Soldat",1,1
71. Sechse kommen durch die ganze Welt .,"Ding, Sack",1,3
71. Sechse kommen durch die ganze Welt .,"Hand, Laufer",1,1
71. Sechse kommen durch die ganze Welt .,"Bein, Zeit",1,2
71. Sechse kommen durch die ganze Welt .,"Schloß, Auge",1,4
71. Sechse kommen durch die ganze Welt .,"Geselle, König",1,1
71. Sechse kommen durch die ganze Welt .,"Gold, Meister",1,2
71. Sechse kommen durch die ganze Welt .,"Diener, Holz",1,1
71. Sechse kommen durch die ganze Welt .,"Auge, Herr",1,2
71. Sechse kommen durch die ganze Welt .,"Schneider, Sack",1,1
71. Sechse kommen durch die ganze Welt .,"Wald, Baum",1,16
71. Sechse kommen durch die ganze Welt .,"König, Reich",1,18
71. Sechse kommen durch die ganze Welt .,"Welt, Auge",1,4
71. Sechse kommen durch die ganze Welt .,"Tag, Tochter",1,7
71. Sechse kommen durch die ganze Welt .,"Hans, Erde",1,2
71. Sechse kommen durch die ganze Welt .,"Hans, Vogel",1,1
71. Sechse kommen durch die ganze Welt .,"Schneider, Diener",1,1
71. Sechse kommen durch die ganze Welt .,"Erde, Himmel",1,2
71. Sechse kommen durch die ganze Welt .,"Reich, Herr",1,1
71. Sechse kommen durch die ganze Welt .,"Hand, Sack",1,1
71. Sechse kommen durch die ganze Welt .,"Tochter, Kopf",1,3
71. Sechse kommen durch die ganze Welt .,"Mann, Kopf",1,6
71. Sechse kommen durch die ganze Welt .,"König, Gast",1,1
71. Sechse kommen durch die ganze Welt .,"Wasser, Leben",1,1
71. Sechse kommen durch die ganze Welt .,"König, Soldat",1,3
71. Sechse kommen durch die ganze Welt .,"Tochter, Gast",1,1
71. Sechse kommen durch die ganze Welt .,"König, Diener",1,15
71. Sechse kommen durch die ganze Welt .,"Meister, Herr",1,2
71. Sechse kommen durch die ganze Welt .,"Ohr, Laufer",1,1
71. Sechse kommen durch die ganze Welt .,"Zeit, Mann",1,13
71. Sechse kommen durch die ganze Welt .,"Schneider, Gold",1,1
71. Sechse kommen durch die ganze Welt .,"Geselle, Tochter",1,2
71. Sechse kommen durch die ganze Welt .,"Mutter, Diener",1,2
71. Sechse kommen durch die ganze Welt .,"Wasser, Mann",1,13
71. Sechse kommen durch die ganze Welt .,"Vogel, Bein",1,1
71. Sechse kommen durch die ganze Welt .,"Schneider, Tag",1,1
71. Sechse kommen durch die ganze Welt .,"Wasser, Kopf",1,6
71. Sechse kommen durch die ganze Welt .,"Laufer, Herr",1,1
71. Sechse kommen durch die ganze Welt .,"Wald, Land",1,7
71. Sechse kommen durch die ganze Welt .,"Sack, Tochter",1,1
71. Sechse kommen durch die ganze Welt .,"Vogel, Himmel",1,1
71. Sechse kommen durch die ganze Welt .,"Schloß, Glück",1,3
71. Sechse kommen durch die ganze Welt .,"Wasser, Hand",1,3
71. Sechse kommen durch die ganze Welt .,"König, Leute",1,16
72. Der Wolf und der Mensch .,"Mensch, Wolf",6,6
72. Der Wolf und der Mensch .,"Fuchs, Wolf",5,27
72. Der Wolf und der Mensch .,"Wolf, Jäger",4,12
72. Der Wolf und der Mensch .,"Fuchs, Mensch",4,5
72. Der Wolf und der Mensch .,"Wolf, Gesicht",3,3
72. Der Wolf und der Mensch .,"Mensch, Jäger",3,3
72. Der Wolf und der Mensch .,"Fuchs, Jäger",3,8
72. Der Wolf und der Mensch .,"'siehst, Wolf",2,2
72. Der Wolf und der Mensch .,"'jst, Mensch",2,2
72. Der Wolf und der Mensch .,"'siehst, Mensch",2,4
72. Der Wolf und der Mensch .,"Jäger, Hirschfänger",2,3
72. Der Wolf und der Mensch .,"Fuchs, 'siehst",2,3
72. Der Wolf und der Mensch .,"Fuchs, Gesicht",2,3
72. Der Wolf und der Mensch .,"Mensch, Gesicht",2,2
72. Der Wolf und der Mensch .,"Stärke, Wolf",2,2
72. Der Wolf und der Mensch .,"Fuchs, Stärke",2,2
72. Der Wolf und der Mensch .,"'siehst, Gesicht",2,2
72. Der Wolf und der Mensch .,"Jäger, Gesicht",2,2
72. Der Wolf und der Mensch .,"Stärke, Mensch",2,2
72. Der Wolf und der Mensch .,"'nein, Hirschfänger",1,1
72. Der Wolf und der Mensch .,"Fuchs, Sprache",1,5
72. Der Wolf und der Mensch .,"Kugel, Gesicht",1,1
72. Der Wolf und der Mensch .,"'jst, Wolf",1,1
72. Der Wolf und der Mensch .,"Fuchs, Tier",1,8
72. Der Wolf und der Mensch .,"Bruder, 'siehst",1,1
72. Der Wolf und der Mensch .,"Kugel, Sprache",1,2
72. Der Wolf und der Mensch .,"Stärke, Bruder",1,1
72. Der Wolf und der Mensch .,"Mir_Es, Wolf",1,1
72. Der Wolf und der Mensch .,"Wolf, Tag",1,5
72. Der Wolf und der Mensch .,"Mir_Es, Gesicht",1,1
72. Der Wolf und der Mensch .,"Bruder, Mir_Es",1,4
72. Der Wolf und der Mensch .,"Bruder, Gesicht",1,3
72. Der Wolf und der Mensch .,"Jäger, Tag",1,7
72. Der Wolf und der Mensch .,"Mensch, Tier",1,5
72. Der Wolf und der Mensch .,"'siehst, Jäger",1,1
72. Der Wolf und der Mensch .,"Stärke, Gesicht",1,1
72. Der Wolf und der Mensch .,"Kugel, Jäger",1,2
72. Der Wolf und der Mensch .,"Weg, Tag",1,11
72. Der Wolf und der Mensch .,"'nein, Fuchs",1,1
72. Der Wolf und der Mensch .,"Sprache, Gesicht",1,2
72. Der Wolf und der Mensch .,"Weg, Mensch",1,2
72. Der Wolf und der Mensch .,"'nein, Jäger",1,3
72. Der Wolf und der Mensch .,"Mensch, Hirschfänger",1,1
72. Der Wolf und der Mensch .,"Kugel, Mensch",1,2
72. Der Wolf und der Mensch .,"'jst, Hirschfänger",1,1
72. Der Wolf und der Mensch .,"Mensch, Sprache",1,3
72. Der Wolf und der Mensch .,"'nein, Knabe",1,1
72. Der Wolf und der Mensch .,"Bruder, Wolf",1,1
72. Der Wolf und der Mensch .,"Fuchs, Tag",1,6
72. Der Wolf und der Mensch .,"Wolf, Hirschfänger",1,1
72. Der Wolf und der Mensch .,"Stärke, 'siehst",1,1
72. Der Wolf und der Mensch .,"Weg, Jäger",1,3
72. Der Wolf und der Mensch .,"Kugel, 'siehst",1,1
72. Der Wolf und der Mensch .,"Fuchs, Mir_Es",1,2
72. Der Wolf und der Mensch .,"'siehst, Sprache",1,1
72. Der Wolf und der Mensch .,"Fuchs, Bruder",1,5
72. Der Wolf und der Mensch .,"Weg, Wolf",1,5
72. Der Wolf und der Mensch .,"Mensch, Tag",1,4
72. Der Wolf und der Mensch .,"Kugel, Wolf",1,1
72. Der Wolf und der Mensch .,"Sprache, Wolf",1,5
72. Der Wolf und der Mensch .,"Fuchs, Kugel",1,1
72. Der Wolf und der Mensch .,"Fuchs, Knabe",1,1
72. Der Wolf und der Mensch .,"Stärke, Mir_Es",1,1
72. Der Wolf und der Mensch .,"'jst, 'nein",1,1
72. Der Wolf und der Mensch .,"Bruder, Mensch",1,4
72. Der Wolf und der Mensch .,"'jst, Jäger",1,1
72. Der Wolf und der Mensch .,"'nein, Mensch",1,1
72. Der Wolf und der Mensch .,"Mir_Es, Mensch",1,5
72. Der Wolf und der Mensch .,"Stärke, Tier",1,1
72. Der Wolf und der Mensch .,"Weg, Fuchs",1,9
72. Der Wolf und der Mensch .,"Sprache, Jäger",1,13
72. Der Wolf und der Mensch .,"Tier, Wolf",1,6
72. Der Wolf und der Mensch .,"Fuchs, Hirschfänger",1,1
72. Der Wolf und der Mensch .,"Mir_Es, 'siehst",1,2
73. Der Wolf und der Fuchs .,"Fuchs, Wolf",10,27
73. Der Wolf und der Fuchs .,"Fuchs, Nimmersatt",3,3
73. Der Wolf und der Fuchs .,"Wald, Fuchs",3,12
73. Der Wolf und der Fuchs .,"Fuchs, 'rothfuchs",3,3
73. Der Wolf und der Fuchs .,"Fuchs, Bauer",3,4
73. Der Wolf und der Fuchs .,"'rothfuchs, Wolf",3,3
73. Der Wolf und der Fuchs .,"Keller, Sprache",2,5
73. Der Wolf und der Fuchs .,"Sprache, Wolf",2,5
73. Der Wolf und der Fuchs .,"Keller, Faß",2,6
73. Der Wolf und der Fuchs .,"Fuchs, Tag",2,6
73. Der Wolf und der Fuchs .,"Fuchs, Frau",2,10
73. Der Wolf und der Fuchs .,"Fuchs, Faß",2,2
73. Der Wolf und der Fuchs .,"Wolf, Tag",2,5
73. Der Wolf und der Fuchs .,"Faß, Wolf",2,2
73. Der Wolf und der Fuchs .,"Bauer, Nimmersatt",2,2
73. Der Wolf und der Fuchs .,"Wald, Wolf",2,9
73. Der Wolf und der Fuchs .,"'rothfuchs, Tag",2,2
73. Der Wolf und der Fuchs .,"Faß, Sprache",2,5
73. Der Wolf und der Fuchs .,"Frau, Wolf",2,8
73. Der Wolf und der Fuchs .,"Keller, Wolf",2,2
73. Der Wolf und der Fuchs .,"Fuchs, Sprache",2,5
73. Der Wolf und der Fuchs .,"Pfannkuchen, Wolf",2,2
73. Der Wolf und der Fuchs .,"Keller, Fuchs",2,2
73. Der Wolf und der Fuchs .,"Fuchs, Pfannkuchen",1,1
73. Der Wolf und der Fuchs .,"Fuchs, Feld",1,3
73. Der Wolf und der Fuchs .,"Fuchs, Haus",1,5
73. Der Wolf und der Fuchs .,"Feld, Tag",1,3
73. Der Wolf und der Fuchs .,"Fuchs, Mann",1,2
73. Der Wolf und der Fuchs .,"Faß, Tag",1,2
73. Der Wolf und der Fuchs .,"Weg, Faß",1,1
73. Der Wolf und der Fuchs .,"Wolf, Abend",1,1
73. Der Wolf und der Fuchs .,"Wolf, Herr",1,6
73. Der Wolf und der Fuchs .,"Faß, Mann",1,2
73. Der Wolf und der Fuchs .,"'rothfuchs, Haus",1,1
73. Der Wolf und der Fuchs .,"'rothfuchs, Mann",1,1
73. Der Wolf und der Fuchs .,"Wald, Nimmersatt",1,1
73. Der Wolf und der Fuchs .,"Fuchs, Zeit",1,2
73. Der Wolf und der Fuchs .,"Nimmersatt, Lamm",1,1
73. Der Wolf und der Fuchs .,"Wald, 'rothfuchs",1,1
73. Der Wolf und der Fuchs .,"Wolf, Mann",1,3
73. Der Wolf und der Fuchs .,"Fuchs, Lammlein",1,1
73. Der Wolf und der Fuchs .,"Pfannkuchen, Abend",1,1
73. Der Wolf und der Fuchs .,"Frau, 'rothfuchs",1,1
73. Der Wolf und der Fuchs .,"'rothfuchs, Abend",1,1
73. Der Wolf und der Fuchs .,"'rothfuchs, Lammlein",1,1
73. Der Wolf und der Fuchs .,"Bein, Leute",1,2
73. Der Wolf und der Fuchs .,"Wald, Lammlein",1,1
73. Der Wolf und der Fuchs .,"Bauer, Lammlein",1,1
73. Der Wolf und der Fuchs .,"Fuchs, Bein",1,2
73. Der Wolf und der Fuchs .,"Bauer, Lamm",1,2
73. Der Wolf und der Fuchs .,"'rothfuchs, Sprache",1,1
73. Der Wolf und der Fuchs .,"Stück, Wolf",1,2
73. Der Wolf und der Fuchs .,"Bauer, Sprache",1,2
73. Der Wolf und der Fuchs .,"Feld, Haus",1,4
73. Der Wolf und der Fuchs .,"Fuchs, Leute",1,2
73. Der Wolf und der Fuchs .,"Bein, Wolf",1,2
73. Der Wolf und der Fuchs .,"Pfannkuchen, Haus",1,1
73. Der Wolf und der Fuchs .,"Mutter, Lammlein",1,1
73. Der Wolf und der Fuchs .,"'rothfuchs, Feld",1,1
73. Der Wolf und der Fuchs .,"Wald, Leute",1,10
73. Der Wolf und der Fuchs .,"Feld, Wolf",1,2
73. Der Wolf und der Fuchs .,"Leute, Wolf",1,2
73. Der Wolf und der Fuchs .,"Fuchs, Lamm",1,1
73. Der Wolf und der Fuchs .,"Weg, Tag",1,11
73. Der Wolf und der Fuchs .,"Bauer, Faß",1,2
73. Der Wolf und der Fuchs .,"Frau, Pfannkuchen",1,1
73. Der Wolf und der Fuchs .,"Keller, Mann",1,6
73. Der Wolf und der Fuchs .,"'rothfuchs, Pfannkuchen",1,1
73. Der Wolf und der Fuchs .,"Sprache, Mann",1,10
73. Der Wolf und der Fuchs .,"Frau, Feld",1,5
73. Der Wolf und der Fuchs .,"Frau, Tag",1,12
73. Der Wolf und der Fuchs .,"Frau, Abend",1,6
73. Der Wolf und der Fuchs .,"Fuchs, Abend",1,2
73. Der Wolf und der Fuchs .,"Abend, Haus",1,10
73. Der Wolf und der Fuchs .,"Feld, Abend",1,1
73. Der Wolf und der Fuchs .,"Frau, Haus",1,27
73. Der Wolf und der Fuchs .,"Weg, 'rothfuchs",1,1
73. Der Wolf und der Fuchs .,"Frau, Bein",1,4
73. Der Wolf und der Fuchs .,"Lammlein, Wolf",1,1
73. Der Wolf und der Fuchs .,"Feld, Pfannkuchen",1,1
73. Der Wolf und der Fuchs .,"Weg, Mann",1,7
73. Der Wolf und der Fuchs .,"Tag, Mann",1,15
73. Der Wolf und der Fuchs .,"Wald, Bein",1,2
73. Der Wolf und der Fuchs .,"Zeit, Wolf",1,1
73. Der Wolf und der Fuchs .,"Fuchs, Herr",1,19
73. Der Wolf und der Fuchs .,"'rothfuchs, Faß",1,1
73. Der Wolf und der Fuchs .,"Bauer, Wolf",1,2
73. Der Wolf und der Fuchs .,"Wald, Frau",1,22
73. Der Wolf und der Fuchs .,"Weg, Wolf",1,5
73. Der Wolf und der Fuchs .,"Mutter, Bauer",1,2
73. Der Wolf und der Fuchs .,"Tag, Haus",1,16
73. Der Wolf und der Fuchs .,"Weg, Fuchs",1,9
73. Der Wolf und der Fuchs .,"Sprache, Tag",1,2
73. Der Wolf und der Fuchs .,"Keller, Weg",1,1
73. Der Wolf und der Fuchs .,"Weg, Sprache",1,3
73. Der Wolf und der Fuchs .,"Keller, 'rothfuchs",1,1
73. Der Wolf und der Fuchs .,"Abend, Tag",1,15
73. Der Wolf und der Fuchs .,"Frau, Leute",1,6
73. Der Wolf und der Fuchs .,"Wolf, Haus",1,5
73. Der Wolf und der Fuchs .,"Keller, Tag",1,2
73. Der Wolf und der Fuchs .,"Keller, Bauer",1,1
73. Der Wolf und der Fuchs .,"Pfannkuchen, Tag",1,1
73. Der Wolf und der Fuchs .,"Stück, Pfannkuchen",1,1
74. Der Fuchs und die Frau Gevatterin .,"Frau, Gevatterin",5,5
