Characters,CharacterFrequency
"Zeit, Feld",1
"Vater, Freier",1
"Königin, Arzt",1
"Tor, Tag",1
"Wein, Licht",1
"Wein, Tisch",1
"Brot, Licht",1
"Licht, Tisch",1
"Brot, Tod",1
"Schlange, Mund",1
"Mund, Ecke",1
"Blatt, Ecke",1
"Schlange, Stück",1
"Stück, Blatt",1
"Schlange, Erde",1
"Schlange, Mensch",1
"Erde, Blatt",1
"Mensch, Blatt",1
"Blatt, Auge",1
"Schiff, Zeit",1
"Schiff, Tod",1
"Vater, Diener",1
"Gnade, Mann",1
"Schiff, Leben",1
"Schiff, Gnade",1
"Mensch, Diener",1
"Kammer, Zeit",1
"Kammer, Diener",1
"Schlange, Tür",1
"Sperling, Wald",1
"Sperling, Feld",1
"Schlange, Tier",1
"Schlange, Sprache",1
"Ring, Tag",1
"Hand, Diener",1
"Königin, Koch",1
"Koch, Diener",1
"Gnade, Diener",1
"Welt, Pferd",1
"Welt, Weile",1
"Pferd, Weile",1
"Weile, Diener",1
"Weg, Fisch",1
"Wasser, Pferd",1
"Freude, Kopf",1
"Sand, Stimme",1
"Sand, Fuß",1
"Erde, Junge",1
"Aufgabe, Pferd",1
"Freier, Königstochter",1
"Ring, Auge",1
"Ring, Jüngling",1
"Fisch, Leben",1
"Jüngling, Mund",1
"Jüngling, Fuß",1
"Mund, Fuß",1
"Aufgabe, Jüngling",1
"Aufgabe, Garten",1
"Aufgabe, Tod",1
"Garten, Tod",1
"Tier, Nacht",1
"Tier, Sack",1
"Nacht, Sack",1
"Garten, Königstochter",1
"Aufgabe, Herz",1
"Aufgabe, Apfel",1
"Aufgabe, Baum",1
"Herz, Apfel",1
"Bein, Jüngling",1
"Freude, Rabe",1
"Freude, Apfel",1
"Rabe, Königstochter",1
"Rabe, Apfel",1
"Rabe, Baum",1
"Welt, Königstochter",1
"Welt, Apfel",1
"Königstochter, Apfel",1
"Königstochter, Baum",1
"Frau, Bohne",1
"Stroh, Hand",1
"Stroh, Herd",1
"Hand, Herd",1
"Topf, Herd",1
"Topf, Strohhalm",1
"Herd, Strohhalm",1
"Herd, Bohne",1
"Herd, Kohle",1
"Feuer, Glück",1
"Tod, Kohle",1
"Kohle, Glück",1
"Asche, Stroh",1
"Asche, Topf",1
"Asche, Leben",1
"Asche, Alte",1
"Asche, Bohne",1
"Stroh, Topf",1
"Stroh, Bruder",1
"Stroh, Alte",1
"Stroh, Bohne",1
"Topf, Bruder",1
"Topf, Leben",1
"Topf, Alte",1
"Feuer, Bohne",1
"Bruder, Bohne",1
"Leben, Bohne",1
"Alte, Bohne",1
"Finger, Kohle",1
"Geselle, Land",1
"Geselle, Bohne",1
"Geselle, Tod",1
"Land, Bohne",1
"Bohne, Tod",1
"Brücke, Kohle",1
"Wasser, Stück",1
"Stück, Geist",1
"Stück, Strohhalm",1
"Stück, Kohle",1
"Stück, Bach",1
"Geist, Strohhalm",1
"Geist, Kohle",1
"Geist, Bach",1
"Kohle, Bach",1
"Schneider, Bach",1
"Schneider, Glück",1
"Bach, Glück",1
"Zeit, Bohne",1
"Ga, See",1
"See, Awerst",1
"See, Glück",1
"Awerst, Glück",1
"Ga, Wöör",1
"He, Treppe",1
"He, Eine",1
"He, Tisch",1
"Hand, Treppe",1
"Hand, Eine",1
"De, Treppe",1
"De, Tisch",1
"Ehre, Treppe",1
"Ehre, Eine",1
"Ehre, Tisch",1
"Wöör, Treppe",1
"Wöör, Tisch",1
"Treppe, Eine",1
"Treppe, Tisch",1
"Eine, Tisch",1
"Blume, De",1
"Blume, Wöör",1
"Blume, Hase",1
"De, Hase",1
"Wöör, Hase",1
"Morgen, De",1
"Morgen, Ehre",1
"König, Gans",1
"Soldat, Wöör",1
"De, Zeit",1
"Zeit, Ik",1
"He, Reich",1
"Ga, König",1
"Ga, Reich",1
"König, Kaiser",1
"Reich, De",1
"Reich, Butt",1
"Reich, Kaiser",1
"Reich, Ik",1
"He, See",1
"Gold, Awerst",1
"Soldat, Awerst",1
"Gold, Riese",1
"Stück, Finger",1
"Stück, Ehre",1
"Stück, Wöör",1
"Finger, Ehre",1
"Finger, Wöör",1
"Finger, Riese",1
"Frau, Riese",1
"De, Riese",1
"Ehre, Riese",1
"Wöör, Riese",1
"Awerst, Butt",1
"Awerst, Eine",1
"Awerst, Kaiser",1
"Butt, Eine",1
"Papst, Eine",1
"Eine, Kaiser",1
"Eine, Ik",1
"Ga, Papst",1
"Papst, Glück",1
"De, Abend",1
"Land, Abend",1
"Awerst, Himmel",1
"Wöör, Himmel",1
"Wöör, Kirche",1
"He, Licht",1
"Gold, Licht",1
"Gold, Kaiser",1
"Ehre, Kaiser",1
"Wöör, Kaiser",1
"Licht, Kaiser",1
"Gott, Ik",1
"Bett, Butt",1
"Bett, Ik",1
"Gott, Ehre",1
"Ehre, Butt",1
"Ehre, Glück",1
"See, Himmel",1
"Gans, Himmel",1
"He, Gott",1
"Schneiderlein, Tisch",1
"Ding, Tisch",1
"Schneiderlein, Bauersfrau",1
"Frau, Bauersfrau",1
"Ohr, Bauersfrau",1
"Schneider, Korb",1
"Schneider, Topf",1
"Schneider, Frau",1
"Schneider, Treppe",1
"Korb, Topf",1
"Korb, Frau",1
"Korb, Treppe",1
"Topf, Treppe",1
"Stärke, Gott",1
"Stärke, Stück",1
"Stärke, Brot",1
"Gott, Stück",1
"Gott, Schneiderlein",1
"Gott, Brot",1
"Stück, Schneiderlein",1
"Schneiderlein, Brot",1
"Bier, Stück",1
"Bier, Männchen",1
"Bier, Wein",1
"Trunk, Dümmling",1
"Stück, Dümmling",1
"Stück, Männchen",1
"Männlein, Herz",1
"Männlein, Glück",1
"Männlein, Baum",1
"Gold, Dümmling",1
"Gold, Baum",1
"Gans, Baum",1
"Feder, Baum",1
"Wirt, Vogel",1
"Finger, Dümmling",1
"Finger, Gans",1
"Finger, Feder",1
"Hand, Feder",1
"Nacht, Gans",1
"Mädchen, Dümmling",1
"Mädchen, Gans",1
"Morgen, Dümmling",1
"Morgen, Gans",1
"Bauer, Feld",1
"Dümmling, Königstochter",1
"Königstochter, Gans",1
"Keller, Braut",1
"Braut, Wein",1
"Wald, Gesicht",1
"Dümmling, Gesicht",1
"Männchen, Baum",1
"Männchen, Mann",1
"Männchen, Gesicht",1
"Baum, Gesicht",1
"Dümmling, Herz",1
"Wasser, Keller",1
"Keller, Stein",1
"Faß, Dümmling",1
"Faß, Stein",1
"Dümmling, Stein",1
"Mann, Stein",1
"Braut, Berg",1
"Braut, Brot",1
"Berg, Brot",1
"Dümmling, Brot",1
"Brot, Tochter",1
"Wald, Reich",1
"Berg, Reich",1
"Braut, Schiff",1
"Wasser, Männchen",1
"Wald, Schiff",1
"Weg, Schiff",1
"Weg, Dümmling",1
"Weg, Männchen",1
"König, Kuchen",1
"Schiff, Männchen",1
"Schiff, Kuchen",1
"Schiff, Tochter",1
"Schiff, Gemahlin",1
"Männchen, Land",1
"Männchen, Tochter",1
"Land, Kuchen",1
"Land, Gemahlin",1
"Kuchen, Tochter",1
"Kuchen, Gemahlin",1
"Hochzeit, Reich",1
"Hochzeit, Dümmling",1
"Zeit, Gemahlin",1
"Tod, Gemahlin",1
"Haar, Tod",1
"Haar, Auge",1
"Mutter, Haar",1
"Vater, Gut",1
"Reich, Gut",1
"Gut, Tochter",1
"Vater, Mantel",1
"Mantel, Stück",1
"Mantel, Reich",1
"Mantel, Jungfrau",1
"Mantel, Tier",1
"Mantel, Jäger",1
"Stück, Reich",1
"Stück, Jungfrau",1
"Reich, Kleid",1
"Jungfrau, Kleid",1
"Mantel, Hochzeit",1
"Mantel, Ring",1
"Mantel, Hand",1
"Mantel, Gesicht",1
"Ring, Nacht",1
"Ring, Kleid",1
"Nacht, Kleid",1
"Nacht, Gesicht",1
"Gott, Nacht",1
"Mädchen, Schrecken",1
"Vater, Schrecken",1
"Asche, Schrecken",1
"Asche, Sprache",1
"Asche, Wagen",1
"Asche, Schloß",1
"Asche, Kind",1
"Asche, Jäger",1
"Mutter, Schrecken",1
"Schrecken, König",1
"Schrecken, Sprache",1
"Schrecken, Wagen",1
"Schrecken, Schloß",1
"Schrecken, Kind",1
"Sprache, Wagen",1
"Wagen, Jäger",1
"Asche, Hand",1
"Asche, Tag",1
"Koch, Gesicht",1
"Stallchen, Tag",1
"Hand, Allerleirauh",1
"Allerleirauh, Kleid",1
"Allerleirauh, Gesicht",1
"Asche, Ring",1
"Asche, Allerleirauh",1
"Asche, Haar",1
"Asche, Suppe",1
"Arbeit, Ring",1
"Arbeit, Allerleirauh",1
"Arbeit, Haar",1
"Arbeit, Suppe",1
"Arbeit, Stallchen",1
"Ring, Haar",1
"Ring, Stallchen",1
"Haar, Stallchen",1
"Suppe, Stallchen",1
"Vater, Allerleirauh",1
"Vater, Suppe",1
"Mutter, Allerleirauh",1
"Mutter, Suppe",1
"Ring, Kopf",1
"Allerleirauh, Schloß",1
"Allerleirauh, Kind",1
"Suppe, Schloß",1
"Suppe, Kind",1
"Suppe, Spinnrad",1
"Spinnrad, Koch",1
"Hexe, Koch",1
"Suppe, Zeit",1
"Hand, Leute",1
"Leute, Auge",1
"Mantel, Finger",1
"Mantel, Treppe",1
"Mantel, Stallchen",1
"Treppe, Kleid",1
"Erde, Gesicht",1
"Coal, De",1
"Coal, Mir_Es",1
"Mir_Es, Häsichen",1
"Mir_Es, Seits",1
"Mir_Es, Haosenschwanzeken",1
"Mir_Es, Mäken",1
"Fuchs, Pfarrer",1
"Pfarrer, Hase",1
"Braut, Kleid",1
"Häsichen, Kleid",1
"De, Kleid",1
"Ring, Liebste",1
"Sohn, Gemahlin",1
"Mädchen, Reich",1
"Vorzimmer, Löwe",1
"Vorzimmer, Sprache",1
"Vorzimmer, Abend",1
"Löwe, Erbse",1
"Löwe, Abend",1
"Sprache, Erbse",1
"Erbse, Abend",1
"Erbse, Mann",1
"Morgen, Jungfrau",1
"Morgen, Erbse",1
"Vorzimmer, Jungfrau",1
"Jungfrau, Erbse",1
"Königstochter, Erbse",1
"Vorzimmer, Mann",1
"Morgen, Spinnrad",1
"Spinnrad, Königstochter",1
"Spinnrad, Jäger",1
"Löwe, Spinnrad",1
"Braut, Ring",1
"Braut, Welt",1
"Braut, Mensch",1
"Braut, Auge",1
"Braut, Gemahlin",1
"Schlüssel, Welt",1
"Schlüssel, Reich",1
"Schlüssel, Mensch",1
"Schlüssel, Auge",1
"Schlüssel, Gemahlin",1
"Welt, Reich",1
"Reich, Mensch",1
"Reich, Herz",1
"Reich, Auge",1
"Auge, Gemahlin",1
"Hochzeit, Löwe",1
"Hochzeit, Gnade",1
"Löwe, Gnade",1
"Wald, Jan",1
"Wald, De",1
"Wald, Gaudeifen",1
"Jan, Gott",1
"Jan, Frau",1
"Jan, Meister",1
"Jan, Eine",1
"Jan, Mann",1
"Gott, Gaudeifen",1
"Gott, Meister",1
"Gott, Eine",1
"Frau, Gaudeifen",1
"Frau, Meister",1
"Gaudeifen, Meister",1
"Gaudeifen, Eine",1
"Meister, Eine",1
"Sohn, Eine",1
"He, Jahr",1
"He, Sohn",1
"Braut, Jan",1
"Braut, Jahr",1
"Braut, Geld",1
"Jan, Jahr",1
"Jan, Geld",1
"Freude, Junge",1
"Geld, Mie",1
"Sohn, Mie",1
"Uht, Hund",1
"Uht, Geld",1
"Uht, De",1
"Uht, Wagen",1
"Uht, Mann",1
"Hund, De",1
"Geld, Wagen",1
"De, Wagen",1
"Uht, Mensch",1
"Uht, Awerst",1
"Uht, Junge",1
"Mensch, Taum",1
"Mensch, Mie",1
"Pferd, Awerst",1
"Awerst, Taum",1
"Awerst, Mie",1
"Awerst, Junge",1
"Taum, Junge",1
"Mie, Junge",1
"Stall, De",1
"De, Pferd",1
"Sperling, Uht",1
"Sperling, Taum",1
"Sperling, Mie",1
"Meister, Awerst",1
"Katze, Mensch",1
"Katze, Abend",1
"Korb, Kammer",1
"Korb, Jungfrau",1
"Korb, Schloß",1
"Kammer, Jungfrau",1
"Mädchen, Jorinde",1
"Jüngling, Joringel",1
"Jüngling, Name",1
"Joringel, Name",1
"Wald, Joringel",1
"Joringel, Baum",1
"Joringel, Abend",1
"Schloß, Abend",1
"Leide, Vöglein",1
"Leide, Tod",1
"Joringel, Auge",1
"Nachtigall, Hand",1
"Nachtigall, Joringel",1
"Weib, Joringel",1
"Weib, Stimme",1
"Joringel, Stimme",1
"Blume, Perle",1
"Berg, Blume",1
"Blume, Nacht",1
"Blume, Schloß",1
"Tor, Schloß",1
"Blume, Joringel",1
"Korb, Zauberin",1
"Zauberin, Vogel",1
"Korb, Nachtigall",1
"Korb, Jorinde",1
"Nachtigall, Vogel",1
"Vogel, Alte",1
"Blume, Weib",1
"Jorinde, Haus",1
"Vater, Katze",1
"Hahn, Sense",1
"Hahn, Sohn",1
"Katze, Sense",1
"Katze, Sohn",1
"Sense, Sohn",1
"Vater, Land",1
"Hahn, Turm",1
"Hahn, Ding",1
"Hahn, Geld",1
"Hahn, Tier",1
"Hahn, Land",1
"Hahn, Glück",1
"Turm, Ding",1
"Turm, Geld",1
"Turm, Land",1
"Turm, Tod",1
"Ding, Geld",1
"Ding, Land",1
"Ding, Glück",1
"Geld, Tier",1
"Geld, Land",1
"Geld, Tod",1
"Land, Glück",1
"Hahn, Insel",1
"Zeit, Insel",1
"Hahn, Freude",1
"Hahn, Nacht",1
"Freude, Nacht",1
"Freude, Leute",1
"Bauer, Bruder",1
"Bauer, Sense",1
"Bruder, Sense",1
"Sense, Leute",1
"Sense, Insel",1
"Katze, Bruder",1
"Katze, Mann",1
"Wasser, Katze",1
"Katze, Land",1
"Katze, Junge",1
"Land, Junge",1
"Insel, Maus",1
"Insel, Tisch",1
"König, Maus",1
"König, Zahn",1
"Leute, Maus",1
"Leute, Ecke",1
"Maus, Ecke",1
"Ecke, Zahn",1
"Katze, Reich",1
"Katze, Leute",1
"Katze, Jagd",1
"Reich, Jagd",1
"Leute, Jagd",1
"Leute, Kopf",1
"Katze, Leben",1
"Schloß, Maus",1
"Weg, Heller",1
"Leute, Baum",1
"Sprache, Holz",1
"Diener, Holz",1
"Baum, Holz",1
"Sprache, Auge",1
"Vogel, Bein",1
"Vogel, Laufer",1
"Bein, Ohr",1
"Bein, Herr",1
"Welt, Laufer",1
"Ohr, Laufer",1
"Laufer, Herr",1
"Hans, Vogel",1
"Hans, Welt",1
"Hans, Ohr",1
"Hans, Himmel",1
"Vogel, Himmel",1
"Ohr, Himmel",1
"Wasser, Bein",1
"Wasser, Leben",1
"König, Laufer",1
"Brunnen, Leben",1
"Brunnen, Mann",1
"Leben, Laufer",1
"Laufer, Mann",1
"Zeit, Laufer",1
"Wasser, Zeit",1
"Zeit, Brunnen",1
"Krug, Hand",1
"Krug, Mensch",1
"Hand, Laufer",1
"Mensch, Brunnen",1
"Mensch, Laufer",1
"Jäger, Glück",1
"Geselle, König",1
"Geselle, Soldat",1
"Schneider, Gold",1
"Schneider, Reich",1
"Schneider, Diener",1
"Schneider, Sack",1
"Schneider, Tag",1
"Schneider, Tochter",1
"Schneider, Gast",1
"Gold, Gast",1
"König, Meister",1
"König, Gast",1
"Reich, Meister",1
"Reich, Diener",1
"Reich, Sack",1
"Reich, Herr",1
"Reich, Gast",1
"Meister, Diener",1
"Meister, Tochter",1
"Meister, Gast",1
"Diener, Sack",1
"Diener, Gast",1
"Sack, Tochter",1
"Tochter, Gast",1
"Hand, Sack",1
"Gold, Wagen",1
"Land, Sack",1
"Berg, Sack",1
"Stärke, Tier",1
"'jst, Wolf",1
"'nein, Fuchs",1
"'nein, Knabe",1
"Fuchs, Knabe",1
"'jst, 'nein",1
"'jst, Jäger",1
"'jst, Hirschfänger",1
"'nein, Mensch",1
"'nein, Hirschfänger",1
"Mensch, Hirschfänger",1
"Fuchs, Kugel",1
"Kugel, 'siehst",1
"Kugel, Wolf",1
"Kugel, Gesicht",1
"'siehst, Sprache",1
"'siehst, Jäger",1
"Fuchs, Hirschfänger",1
"Wolf, Hirschfänger",1
"Stärke, Bruder",1
"Stärke, Mir_Es",1
"Stärke, 'siehst",1
"Stärke, Gesicht",1
"Bruder, 'siehst",1
"Bruder, Wolf",1
"Mir_Es, Wolf",1
"Mir_Es, Gesicht",1
"Wald, 'rothfuchs",1
"Wald, Lammlein",1
"Fuchs, Lammlein",1
"'rothfuchs, Lammlein",1
"Lammlein, Wolf",1
"Mutter, Lammlein",1
"Bauer, Lammlein",1
"Fuchs, Lamm",1
"Nimmersatt, Lamm",1
"Fuchs, Pfannkuchen",1
"Frau, 'rothfuchs",1
"Frau, Pfannkuchen",1
"'rothfuchs, Feld",1
"'rothfuchs, Pfannkuchen",1
"'rothfuchs, Abend",1
"'rothfuchs, Haus",1
"Feld, Pfannkuchen",1
"Feld, Abend",1
"Pfannkuchen, Abend",1
"Pfannkuchen, Tag",1
"Pfannkuchen, Haus",1
"Wolf, Abend",1
"Stück, Pfannkuchen",1
"Keller, Weg",1
"Keller, 'rothfuchs",1
"Weg, 'rothfuchs",1
"Weg, Faß",1
"'rothfuchs, Faß",1
"'rothfuchs, Sprache",1
"'rothfuchs, Mann",1
"Zeit, Wolf",1
"Keller, Bauer",1
"Wald, Nimmersatt",1
"Gevatter, Junge",1
"Welt, Wölfin",1
"Wölfin, Junge",1
"Fuchs, Freude",1
"Fuchs, Verstand",1
"Fuchs, Ehre",1
"Freude, Verstand",1
"Freude, Gevatterin",1
"Frau, Verstand",1
"Welt, Verstand",1
"Welt, Gevatterin",1
"Verstand, Ehre",1
"Verstand, Gevatterin",1
"Ehre, Gevatterin",1
"Stück, Wölfin",1
"Asche, Bauer",1
"Asche, Frau",1
"Asche, Stall",1
"Asche, Gevatterin",1
"Asche, Wölfin",1
"Bauer, Stall",1
"Hund, Gevatterin",1
"Hund, Wölfin",1
"Stall, Gevatterin",1
"Stall, Wölfin",1
"Gevatter, Bauer",1
"Gevatter, Mir_Es",1
"Gevatter, Gevatterin",1
"Mir_Es, Gevatterin",1
"Mir_Es, Wölfin",1
"Gevatterin, Haus",1
"Haus, Wölfin",1
"Wald, Katze",1
"'er, Welt",1
"Katze, Welt",1
"Fuchs, 'guten",1
"Katze, 'guten",1
"Katze, Zeit",1
"Katze, Fuß",1
"'guten, Zeit",1
"'guten, Fuß",1
"Zeit, Fuß",1
"Hund, Kunst",1
"Baum, Kunst",1
"Sack, Kunst",1
"Katze, Sack",1
"Ei, Kunst",1
"Gott, Tochter",1
"Garten, Tochter",1
"Tochter, Himmel",1
"Freude, Engel",1
"Freude, Himmel",1
"Welt, Engel",1
"König, Engel",1
"Engel, Zeit",1
"Morgen, Brunnen",1
"Huhn, Kleid",1
"Turm, Gemahlin",1
"Knabe, Mund",1
"Knabe, Garten",1
"Knabe, Schloß",1
"Mund, Garten",1
"Mund, Schloß",1
"Mund, Koch",1
"Garten, Schloß",1
"Garten, Kind",1
"Garten, Koch",1
"Jungfrau, Zeit",1
"Jungfrau, Koch",1
"Königssohn, Koch",1
"Herz, Jagd",1
"Koch, Jagd",1
"Koch, Mann",1
"Jagd, Mann",1
"Mädchen, Koch",1
"Messer, Knabe",1
"Messer, Sprache",1
"Messer, Bett",1
"Messer, Leben",1
"Messer, Alte",1
"Knabe, Sprache",1
"Knabe, Bett",1
"Knabe, Nacht",1
"Knabe, Alte",1
"Knabe, Tag",1
"Herz, Bett",1
"Koch, Alte",1
"Knabe, Königssohn",1
"Gnade, Herr",1
"Leben, Diener",1
"Freude, Turm",1
"Vater, Koch",1
"Vater, Kohle",1
"Huhn, König",1
"Huhn, Hund",1
"Huhn, Leben",1
"Huhn, Sohn",1
"Huhn, Jäger",1
"Huhn, Kohle",1
"König, Kohle",1
"Hund, Kohle",1
"Tier, Koch",1
"Tier, Kohle",1
"Koch, Sohn",1
"Koch, Jäger",1
"Leben, Kohle",1
"Sohn, Kohle",1
"Jäger, Kohle",1
"Kohle, Herr",1
"Vater, Blume",1
"König, Blume",1
"Blume, Sprache",1
"Blume, Leben",1
"Blume, Jäger",1
"Blume, Herr",1
"Gott, Turm",1
"Turm, Engel",1
"Turm, Himmel",1
"Engel, Tag",1
"Stück, Herz",1
"Stück, Koch",1
"Gott, Blume",1
"Blume, Jungfrau",1
"Schuh, Wein",1
"Schuh, Grethel",1
"Schuh, Kochin",1
"Wein, Grethel",1
"Wein, Kochin",1
"Grethel, Kochin",1
"Spieß, Abend",1
"Keller, Feuer",1
"Keller, Spieß",1
"Keller, Gast",1
"Huhn, Krug",1
"Huhn, Sprache",1
"Feuer, Krug",1
"Krug, Spieß",1
"Krug, Sprache",1
"Krug, Grethel",1
"Krug, Herr",1
"Krug, Gast",1
"Spieß, Sprache",1
"Spieß, Grethel",1
"Spieß, Herr",1
"Spieß, Gast",1
"Sprache, Grethel",1
"Sprache, Gast",1
"Huhn, Butter",1
"Spieß, Butter",1
"Finger, Huhn",1
"Keller, Ding",1
"Trunk, Ding",1
"Trunk, Grethel",1
"Huhn, Ding",1
"Ding, Grethel",1
"Huhn, Mir_Es",1
"Huhn, Messer",1
"Huhn, Tisch",1
"Messer, Herr",1
"Messer, Tisch",1
"Haustür, Gast",1
"Finger, Mund",1
"Mund, Grethel",1
"Ei, Grethel",1
"Messer, Hand",1
"Huhn, Ohr",1
"Feuer, Ohr",1
"Ohr, Gast",1
"Enkel, Großvater",1
"Suppe, Mund",1
"Mund, Tisch",1
"Großvater, Sohn",1
"Großvater, Ecke",1
"Großvater, Auge",1
"Großvater, Schüsselchen",1
"Frau, Schüsselchen",1
"Sohn, Ecke",1
"Sohn, Schüsselchen",1
"Sohn, Tisch",1
"Ecke, Auge",1
"Ecke, Schüsselchen",1
"Ecke, Tisch",1
"Auge, Schüsselchen",1
"Schüsselchen, Tisch",1
"Erde, Schüsselchen",1
"Hand, Schüsselchen",1
"Schüsselchen, Heller",1
"Enkel, Erde",1
"Enkel, Jahr",1
"Erde, Jahr",1
"Vater, Großvater",1
"Vater, Weile",1
"Mutter, Großvater",1
"Mutter, Weile",1
"Großvater, Kind",1
"Großvater, Weile",1
"Großvater, Mann",1
"Kind, Weile",1
"Kind, Tisch",1
"Weile, Tisch",1
"Bruderchen, Brunnen",1
"Schwesterchen, Brunnen",1
"Wasser, Flachs",1
"Wasser, Axt",1
"Mädchen, Faß",1
"Flachs, Faß",1
"Flachs, Baum",1
"Flachs, Axt",1
"Flachs, Junge",1
"Faß, Baum",1
"Faß, Axt",1
"Faß, Junge",1
"Nixe, Vogel",1
"Vogel, Kirche",1
"Mädchen, Nixe",1
"Nixe, Knabe",1
"Mädchen, Spiegelberg",1
"Mädchen, Spiegel",1
"Spiegelberg, Spiegel",1
"Spiegelberg, Wassernixe",1
"Spiegelberg, Kind",1
"Spiegelberg, Brunnen",1
"Spiegelberg, Haus",1
"Spiegelberg, Axt",1
"Wassernixe, Kind",1
"Wassernixe, Brunnen",1
"Wassernixe, Haus",1
"Wassernixe, Axt",1
"Brunnen, Axt",1
"Haus, Axt",1
"Huhnchen, Tod",1
"Nußkern, Zeit",1
"Nußberg, Zeit",1
"Wasser, Seide",1
"Wasser, Nußkern",1
"Wasser, Nußberg",1
"Wasser, Lauf",1
"Seide, Braut",1
"Seide, Nußkern",1
"Seide, Nußberg",1
"Seide, Huhnchen",1
"Seide, Hahnchen",1
"Seide, Lauf",1
"Seide, Brunnen",1
"Braut, Nußkern",1
"Braut, Nußberg",1
"Braut, Huhnchen",1
"Braut, Hahnchen",1
"Braut, Lauf",1
"Braut, Brunnen",1
"Nußkern, Lauf",1
"Nußkern, Brunnen",1
"Nußberg, Lauf",1
"Nußberg, Brunnen",1
"Huhnchen, Lauf",1
"Huhnchen, Brunnen",1
"Hahnchen, Brunnen",1
"Lauf, Brunnen",1
"Tier, Huhnchen",1
"Tier, Wagen",1
"Tier, Hahnchen",1
"Tier, Maus",1
"Huhnchen, Maus",1
"Wagen, Maus",1
"Hahnchen, Maus",1
"Weg, Huhnchen",1
"Fuchs, Huhnchen",1
"Fuchs, Hahnchen",1
"Wald, Löwe",1
"Hirsch, Fuchs",1
"Hirsch, Tier",1
"Brücke, Maus",1
"Strohhalm, Maus",1
"Maus, Bach",1
"Hahnchen, Stein",1
"Wasser, Wagen",1
"Huhnchen, Land",1
"Wagen, Land",1
"Hahnchen, Land",1
"Bier, Brot",1
"Bier, Kreuzer",1
"Trunk, Bruder",1
"Trunk, Soldat",1
"Trunk, Geld",1
"Trunk, Lustig",1
"Trunk, Kreuzer",1
"Stück, Lustig",1
"Soldat, Brot",1
"Soldat, Tag",1
"Lustig, Tag",1
"Kreuzer, Tag",1
"'siehst, Ohr",1
"'siehst, Pferd",1
"'siehst, Wagen",1
"'siehst, Strohhalm",1
"Ohr, Strohhalm",1
"Pferd, Strohhalm",1
"Wagen, Strohhalm",1
"'nein, Gold",1
"'nein, Stück",1
"'nein, Bauer",1
"'nein, Ohr",1
"'nein, Geld",1
"Gold, Daumesdick",1
"Gold, Bauer",1
"Gold, Ohr",1
"Stück, Bauer",1
"Stück, Ohr",1
"Welt, Geld",1
"Ohr, Geld",1
"'nein, Vogel",1
"'nein, Kopf",1
"Daumesdick, Vogel",1
"Daumesdick, Kopf",1
"Bein, Glück",1
"Silber, Daumesdick",1
"Silber, Pfarrer",1
"Silber, Geld",1
"Silber, Mann",1
"Pfarrer, Geld",1
"Daumesdick, Erde",1
"Erde, Stimme",1
"Pfarrer, Kammer",1
"Daumesdick, Stube",1
"Daumesdick, Kochin",1
"Bett, Kochin",1
"Stube, Kochin",1
"Weg, Schrecken",1
"Weg, Tür",1
"Weg, Magd",1
"Weg, Bett",1
"Daumesdick, Schrecken",1
"Daumesdick, Tür",1
"Daumesdick, Hand",1
"Stück, Schrecken",1
"Stück, Tür",1
"Stück, Magd",1
"Stück, Bett",1
"Schrecken, Tür",1
"Schrecken, Hand",1
"Schrecken, Magd",1
"Schrecken, Bett",1
"Tür, Hand",1
"Tür, Magd",1
"Magd, Licht",1
"Magd, Jäger",1
"Licht, Jäger",1
"Daumesdick, Auge",1
"Ohr, Magd",1
"Magd, Auge",1
"Magd, Tag",1
"Licht, Türe",1
"Milch, Magd",1
"Milch, Nacht",1
"Milch, Stimme",1
"Magd, Nacht",1
"Magd, Stimme",1
"Nacht, Kuh",1
"Gott, Stall",1
"Gott, Kuh",1
"Pfarrer, Stall",1
"Daumesdick, Geist",1
"Daumesdick, Fuß",1
"Pfarrer, Geist",1
"Geist, Kuh",1
"Geist, Fuß",1
"Kuh, Fuß",1
"Vater, Wurst",1
"Wurst, Kuchen",1
"Kuchen, Haus",1
"Ei, Leute",1
"Frau, Axt",1
"Sense, Axt",1
"Wolf, Axt",1
"Vater, Stimme",1
"Daumesdick, Freude",1
"Daumesdick, Frau",1
"Daumesdick, Sense",1
"Daumesdick, Sprache",1
"Freude, Sense",1
"Freude, Stimme",1
"Frau, Stimme",1
"Sense, Kammer",1
"Sense, Sprache",1
"Sense, Kind",1
"Sense, Stimme",1
"Kammer, Sprache",1
"Kammer, Stimme",1
"Sprache, Stimme",1
"Stimme, Mann",1
"Messer, Kopf",1
"Wolf, Kopf",1
"Vater, Bauch",1
"Vater, Kuh",1
"Vater, Eltern",1
"Bauch, Daumesdick",1
"Bauch, Welt",1
"Bauch, Kuh",1
"Bauch, Eltern",1
"Daumesdick, Eltern",1
"Welt, Kuh",1
"Welt, Eltern",1
"Kuh, Eltern",1
"Füchsin, Kammer",1
"Füchsin, Herd",1
"Katze, Kammer",1
"Magd, Kammer",1
"Magd, Herd",1
"Kammer, Herd",1
"Fuchs, Haustür",1
"Magd, Haustür",1
"Bier, Butter",1
"Bier, Herr",1
"Bier, Gast",1
"Butter, Herr",1
"Butter, Gast",1
"Füchsin, Kind",1
"Freier, Kind",1
"Füchsin, Schwanz",1
"Katze, Freude",1
"Fuchs, Tor",1
