Characters,CharacterFrequency
"Tag, Jude",2
"Soldat, Jude",2
"Schatzkammer, König",2
"Bauer, Licht",2
"König, Licht",2
"Geld, Herr",2
"Rock, Herr",2
"Bauer, Mensch",2
"Mensch, Zeit",2
"Geld, Zeit",2
"Wald, Spielmann",2
"Geselle, Spielmann",2
"Geselle, Baum",2
"Weile, Baum",2
"Stück, Spielmann",2
"Spielmann, Pfote",2
"Stein, Pfote",2
"Weg, Meister",2
"Fuchs, Stück",2
"Fuchs, Baumchen",2
"Spielmann, Baumchen",2
"Erde, Fuß",2
"Hasechen, Baum",2
"Freude, Tier",2
"Spielmann, Tier",2
"Wald, Axt",2
"Tier, Axt",2
"Axt, Mann",2
"Königin, Frieden",2
"Schlüssel, Stube",2
"Königin, Stube",2
"Mutter, Benjamin",2
"Benjamin, Sohn",2
"Benjamin, Tag",2
"Stube, Tag",2
"Vater, Turm",2
"Bruder, Benjamin",2
"Sohn, Baum",2
"Gott, Töchterlein",2
"Mädchen, Tod",2
"Vogel, Benjamin",2
"Mädchen, Gott",2
"Abend, Hauschen",2
"Mädchen, 'nein",2
"Nacht, Jagd",2
"Sprache, Tisch",2
"Wald, Sprache",2
"Topf, Holz",2
"Wald, Rabe",2
"Rabe, Blume",2
"Rabe, Haus",2
"Blume, Garten",2
"'nein, Jahr",2
"Rabe, Welt",2
"Rabe, Kind",2
"Welt, Blume",2
"Bruder, Alte",2
"Jahr, Alte",2
"Braut, Freude",2
"Ding, Alte",2
"Ding, Tod",2
"Alte, Tod",2
"Rabe, Erde",2
"Erde, Bruder",2
"Faß, Tod",2
"Berg, Zeit",2
"Berg, Abend",2
"Huhnchen, Zeit",2
"Huhnchen, Tag",2
"Zeit, Hahnchen",2
"Wagen, Haus",2
"Hahnchen, Haus",2
"Haus, Fuß",2
"Huhnchen, Haus",2
"Huhnchen, Fuß",2
"Weg, Hahnchen",2
"Weg, Lauf",2
"Stecknadel, Hahnchen",2
"Hahnchen, Lauf",2
"Hahnchen, Nähnadel",2
"Wirt, Ei",2
"Wirt, Tag",2
"Ente, Huhnchen",2
"Ei, Nacht",2
"Ei, Hahnchen",2
"Wirt, Stecknadel",2
"Wirt, Ohr",2
"Wirt, Feder",2
"Mutter, Hand",2
"Bruderchen, Hand",2
"Bruderchen, Stiefmutter",2
"Schwesterchen, Tag",2
"Schwesterchen, Stiefmutter",2
"Hand, Stiefmutter",2
"Wald, Wiese",2
"Weg, Wiese",2
"Schwesterchen, Herz",2
"Schwesterchen, Feld",2
"Schwesterchen, Stein",2
"Wiese, Herz",2
"Wiese, Tag",2
"Herz, Feld",2
"Feld, Stein",2
"Morgen, Himmel",2
"Baum, Himmel",2
"Hexe, Kind",2
"Hexe, Stiefmutter",2
"Bruderchen, Tier",2
"Schwesterchen, Tier",2
"Wasser, Schwesterchen",2
"Rehchen, Morgen",2
"Rehchen, Hand",2
"Morgen, Hand",2
"Tür, Hauschen",2
"Nacht, Hauschen",2
"Morgen, Jagd",2
"Schwesterchen, König",2
"Schwesterchen, Jäger",2
"Abend, Türe",2
"Jagd, Jäger",2
"Abend, Fuß",2
"Jäger, Fuß",2
"Tür, Jäger",2
"Mädchen, Pferd",2
"Hochzeit, Pferd",2
"Pferd, Zeit",2
"Jäger, Stiefmutter",2
"Hexe, Welt",2
"Hexe, Hand",2
"Hexe, Zeit",2
"Hexe, Auge",2
"Kranke, Welt",2
"Kranke, König",2
"Kranke, Hand",2
"Kranke, Tochter",2
"Zeit, Stube",2
"Zeit, Jagd",2
"Zeit, Glück",2
"Nacht, Glück",2
"Auge, Glück",2
"Licht, Alte",2
"Feuer, Tochter",2
"Zauberin, Welt",2
"Welt, Kraut",2
"Garten, Kraut",2
"Zauberin, Hand",2
"Zauberin, Mann",2
"Garten, Mann",2
"Zauberin, Kind",2
"Treppe, Türe",2
"Gold, Haar",2
"Zauberin, Haar",2
"Vogel, Fuhrmann",2
"Vogel, 'fuhrmann",2
"Haus, Tisch",2
"Frau, Mund",2
"Mund, Kopf",2
"Frieder, Mann",2
"Trunk, Frieder",2
"Trunk, Wurst",2
"Trunk, Katerliesechen",2
"Trunk, Tag",2
"Trunk, Butter",2
"Trunk, Friedearche",2
"Feuer, Frieder",2
"Feuer, Katerliesechen",2
"Feuer, Butter",2
"Frieder, Wurst",2
"Wurst, Friedearche",2
"Tag, Butter",2
"Keller, Wurst",2
"Bier, Hund",2
"Bier, Faß",2
"Faß, Katerliesechen",2
"Zeit, Katerliesechen",2
"Bier, Frieder",2
"Bier, Sack",2
"Frau, Hund",2
"Gold, Stall",2
"Topf, Katerliesechen",2
"Frau, Stall",2
"Stall, Katerliesechen",2
"Stall, Mann",2
"Topf, Haus",2
"Gold, Frieder",2
"Gold, Friedearche",2
"Weg, Gold",2
"Weg, Butter",2
"Gold, Fuß",2
"Berg, Käse",2
"Berg, Herz",2
"Berg, Butter",2
"Käse, Sprache",2
"Trunk, Mir_Es",2
"Trunk, Brot",2
"Mir_Es, Haus",2
"Käse, Brot",2
"Frieder, Türe",2
"Brot, Butter",2
"Frieder, Baum",2
"Katerliesechen, Baum",2
"Morgen, Vogel",2
"Teufel, Name",2
"Feld, Kleid",2
"Pfarrer, Feld",2
"Land, Katerliesechen",2
"Teufel, Pfarrer",2
"Sprache, Fuß",2
"Frau, Spieß",2
"Morgen, Bruder",2
"Alte, Jäger",2
"Messer, Baum",2
"Fuchs, Junge",2
"Huhn, Tier",2
"Messer, Tier",2
"Tier, Tod",2
"Frau, Tod",2
"Reich, Sprache",2
"Reich, Königstochter",2
"Reich, Drachen",2
"Sprache, Drachen",2
"Leben, Tochter",2
"Gnade, Jäger",2
"Erde, Kirche",2
"Königstochter, Kirche",2
"Stück, Tier",2
"Schrecken, Jäger",2
"Erde, Löwe",2
"Hand, Jäger",2
"Drachen, Gemahlin",2
"Hochzeit, Jahr",2
"Herz, Kopf",2
"Leben, Hase",2
"Jungfrau, Tier",2
"Leute, Jäger",2
"Wirt, Jahr",2
"Freude, Drachen",2
"Jäger, Tisch",2
"Bein, König",2
"Stuhl, Königstochter",2
"Königstochter, Fuß",2
"Hund, Fuß",2
"Kammer, Koch",2
"Koch, Drachen",2
"Wirt, Wolf",2
"Königstochter, Brot",2
"Schloß, Brot",2
"Brot, Wolf",2
"Weg, Königstochter",2
"Wirt, Wein",2
"Löwe, Türe",2
"Löwe, Schloß",2
"Wein, Königstochter",2
"Löwe, Diener",2
"Sprache, Diener",2
"Keller, Löwe",2
"Erde, Ohr",2
"Ohr, König",2
"Ding, Tier",2
"König, Bräutigam",2
"Königstochter, Haus",2
"Wirt, Mann",2
"Tochter, Bräutigam",2
"Tier, Jagd",2
"Hexe, Sprache",2
"Hexe, Baum",2
"Messer, Tag",2
"Tier, Königin",2
"Kugel, Sprache",2
"Kugel, Jäger",2
"Hexe, Bruder",2
"Bruder, Fuß",2
"Tier, Kleid",2
"Gevatter, Frau",2
"Bürle, Haustür",2
"Wiese, Bürle",2
"Herz, Kuh",2
"Bürle, Haus",2
"Frau, Kuchen",2
"'er, Bürle",2
"'er, Müller",2
"Rabe, Kopf",2
"Ding, Bürle",2
"Ding, Müller",2
"Bürle, Kopf",2
"Rabe, Bett",2
"Bett, Bürle",2
"Bett, Müller",2
"Schlüssel, Bett",2
"Taler, Bürle",2
"Taler, Müller",2
"Herde, Sprache",2
"Wasser, Schultheiß",2
"Herde, Bauer",2
"Wasser, Lamm",2
"Herde, Wiese",2
"Bauer, Faß",2
"Bauer, Sprache",2
"Bauer, Lamm",2
"Sprache, Lamm",2
"Ente, Dümmling",2
"Ei, Dümmling",2
"Dümmling, See",2
"Bruder, Leide_Es",2
"Dümmling, Honig",2
"Feuer, Honig",2
"Dümmling, Mensch",2
"Dümmling, Pferd",2
"Mensch, Pferd",2
"Perle, Stein",2
"Schlüssel, See",2
"Dümmling, Tod",2
"Dümmling, Sohn",2
"Erde, Schloß",2
"Erde, Teppich",2
"König, Teppich",2
"Dümmling, Teppich",2
"König, Verstand",2
"Dümmling, Zeit",2
"Ring, Reich",2
"Ring, Frau",2
"Mauschen, Dümmling",2
"Mauschen, Jtsche",2
"Hand, Dümmling",2
"Männlein, Kuchen",2
"Weg, Männlein",2
"Männlein, Sohn",2
"Trunk, Männchen",2
"Trunk, Wein",2
"Trunk, Kuchen",2
"Männchen, Wein",2
"Wasser, Asche",2
"Wasser, Kuchen",2
"Vater, Asche",2
"Asche, Mutter",2
"Asche, Holz",2
"Bier, Dümmling",2
"Bier, Kuchen",2
"Heil., Kranke",2
"Heil., Name",2
"Wald, Heil.",2
"Feuer, Lustig",2
"Zeit, Lustig",2
"Heil., Tier",2
"'nein, Lustig",2
"Ranzen, Ei",2
"Ei, Lamm",2
"Tier, Lamm",2
"Tier, Lustig",2
"Weg, Heil.",2
"Heil., Sprache",2
"Sprache, Lustig",2
"Heil., Mir_Es",2
"Bruder, Tochter",2
"Mir_Es, Lustig",2
"Heil., Mensch",2
"Ding, Mensch",2
"Tor, Lustig",2
"Bruder, Gans",2
"Gans, Lustig",2
"Wiese, Gans",2
"Lustig, Himmel",2
"Eine, Haus",2
"Eine, Zahn",2
"De, Haus",2
"De, Hietzt",2
"Hietzt, Spielhansel",2
"E, Brot",2
"Sand, De",2
"Sand, Eine",2
"Sand, Spielhansel",2
"E, Hietzt",2
"Sand, Wein",2
"Herrgott, Eine",2
"G'sogt, E",2
"Sand, Hietzt",2
"Herrgott, Zahn",2
"G'sogt, Zahn",2
"Wide, Hietzt",2
"Welt, Hietzt",2
"Welt, Spielhansel",2
"Hietzt, Zahn",2
"Ding, Eine",2
"Wide, De",2
"Wide, Spielhansel",2
"Ding, Wide",2
"Hans, Jahr",2
"Hans, Zeit",2
"Jahr, Kopf",2
"Weg, Hans",2
"Bein, Auge",2
"Hans, Ding",2
"Hans, Herz",2
"Milch, Käse",2
"Milch, Butter",2
"Käse, Kuh",2
"Kuh, Butter",2
"Freude, Kuh",2
"Hans, Bauer",2
"Hans, Ei",2
"Ei, Kuh",2
"Kuh, Schwein",2
"Schwein, Kopf",2
"Geld, Gans",2
"Freude, Stein",2
"Vetter, Hans",2
"Vetter, Hand",2
"Placken, Gut",2
"Gut, Tag",2
"Wasser, Schloß",2
"Fisch, Schloß",2
"Frau, Fisch",2
"Stück, Pferd",2
"Erde, Pferd",2
"Pferd, Kind",2
"Gans, Leben",2
"Reihe, Gebet",2
"Freude, Brot",2
"Freude, Ei",2
"Käse, Haus",2
"Weg, Riese",2
"Schneiderlein, Tag",2
"Schneider, Streiche",2
"Schneider, Stein",2
"Vogel, Erde",2
"Vogel, Stein",2
"Ding, Tor",2
"Hand, Baum",2
"Bett, Riese",2
"Schneiderlein, Ecke",2
"Streiche, Mann",2
"Königstochter, Tag",2
"Schneiderlein, Stein",2
"Erde, Baum",2
"Weg, Haar",2
"Vöglein, Baum",2
"Schneider, Jäger",2
"Tier, Türe",2
"Schneider, Freude",2
"Schneider, Vater",2
"Schneider, Zeit",2
"Schneider, Nacht",2
"Morgen, Zeit",2
"Ohr, Zeit",2
"Königin, Mann",2
"Ohr, Stimme",2
"Frau, Himmel",2
"Mann, Himmel",2
"Tüchlein, Mann",2
"Schnee, Mann",2
"Schuh, Kleid",2
"Stube, Kleid",2
"Gans, Brot",2
"Brot, Kleid",2
"Asche, Herd",2
"Herd, Abend",2
"Braut, Land",2
"Braut, Sohn",2
"Jungfrau, Land",2
"Land, Sohn",2
"Aschenputtel, Hochzeit",2
"Mädchen, Garten",2
"Mädchen, Vöglein",2
"Mädchen, Taubechen",2
"Mädchen, Himmel",2
"Asche, Garten",2
"Schuh, Himmel",2
"Garten, Vöglein",2
"Garten, Taubechen",2
"Kleid, Himmel",2
"Aschenputtel, 'nein",2
"Aschenputtel, Axt",2
"Asche, Haus",2
"Asche, Vogel",2
"Aschenputtel, Eltern",2
"Königssohn, Abend",2
"Königssohn, Haus",2
"Baum, Kleid",2
"Mutter, Kammer",2
"Schuh, Kammer",2
"Mutter, Messer",2
"Schuh, Messer",2
"Schuh, Königin",2
"Messer, Königssohn",2
"Messer, Fuß",2
"Schuh, Haus",2
"Stück, Messer",2
"Aschenputtel, Tochter",2
"'nein, Tochter",2
"Braut, Gesicht",2
"Mädchen, Stimme",2
"Mädchen, Diener",2
"Nacht, Stimme",2
"Mädchen, Kunst",2
"Hexe, Kunst",2
"Fremde, Auge",2
"Abend, Kohle",2
"Pferd, Herr",2
"Rabe, Diener",2
"Wirt, Rabe",2
"Hexe, Suppe",2
"Suppe, Tisch",2
"Rätsel, Königstochter",2
"Mantel, Bett",2
"Mantel, Herr",2
"Mantel, Pferd",2
"Gold, Diener",2
"Jüngling, Nacht",2
"Bratwurst, Mauschen",2
"Bratwurst, Vogelchen",2
"Mauschen, Vogelchen",2
"Wasser, Bratwurst",2
"Vöglein, Tisch",2
"Leben, Tisch",2
"Bratwurst, Vogel",2
"Vogel, Maus",2
"Koch, Holz",2
"Maus, Holz",2
"Feuer, Vöglein",2
"Vöglein, Maus",2
"Weg, Hund",2
"Hund, Leben",2
"Haar, Leben",2
"Leben, Maus",2
"Vöglein, Koch",2
"Finger, Brunnen",2
"Welt, Bett",2
"Feder, Holle",2
"Tor, Haus",2
"Mädchen, Tor",2
"Frau, Brunnen",2
"Hahn, Brunnen",2
"Hahn, Haus",2
"Welt, Haus",2
"Gold, Holle",2
"Mädchen, Junge",2
"Vater, Rabe",2
"Mädchen, Leute",2
"Bruder, Leute",2
"Glasberg, Bruder",2
"Schlüssel, Bruder",2
"Rabe, Becherchen",2
"Rabe, Tellerchen",2
"Zwerg, Herr",2
"Zwerg, Zwerglein",2
"Becherchen, Herr",2
"Becherchen, Zwerglein",2
"Tellerchen, Herr",2
"Tellerchen, Zwerglein",2
"Herr, Zwerglein",2
"Mädchen, Ring",2
"Mutter, Ring",2
"Ring, Türe",2
"Rotkappechen, Mutter",2
"Rotkappechen, Kuchen",2
"Rotkappechen, Tag",2
"Mutter, Großmutter",2
"Kuchen, Tag",2
"Morgen, Stube",2
"Tag, Rotkäppchen",2
"Wald, Rotkäppchen",2
"Rotkappechen, Rotkäppchen",2
"Großmutter, Haus",2
"Ding, Wolf",2
"Weg, Blume",2
"Weg, Rotkäppchen",2
"Weg, Auge",2
"Blume, Zeit",2
"Blume, Großmutter",2
"Baum, Auge",2
"Wolf, Kuchen",2
"'guten, Türe",2
"Rotkappechen, Auge",2
"Ohr, Bett",2
"Ei, Bett",2
"Ei, Wolf",2
"Ei, Auge",2
"Wolf, Auge",2
"Mutter, Jäger",2
"Wasser, Haus",2
"Wurst, Haus",2
"Jahr, Sack",2
"Jahr, Esel",2
"Sack, Esel",2
"Esel, Mann",2
"Weg, Esel",2
"Bremen, Herr",2
"Stadtmusikant, Esel",2
"Stadtmusikant, Herr",2
"Esel, Herr",2
"Bremen, Tag",2
"Hund, Brot",2
"Tag, Esel",2
"Weg, Gesicht",2
"Tag, Gesicht",2
"Maus, Zahn",2
"Morgen, Esel",2
"Hahn, Bein",2
"Hahn, Kopf",2
"Bein, Kochin",2
"Bein, Esel",2
"Suppe, Kopf",2
"Abend, Kochin",2
"Abend, Kopf",2
"Esel, Kopf",2
"Esel, Gast",2
"Hahn, Tod",2
"Ei, Esel",2
"Licht, Haus",2
"Hahn, Räuber",2
"Räuber, Esel",2
"Räuber, Tier",2
"Katze, Kopf",2
"Hund, Kopf",2
"Wald, Räuber",2
"Asche, Katze",2
"Asche, Hund",2
"Asche, Türe",2
"Hahn, Türe",2
"Katze, Herd",2
"Hund, Türe",2
"Türe, Esel",2
"Räuber, Licht",2
"Licht, Auge",2
"Hexe, Finger",2
"Hexe, Mann",2
"Räuber, Finger",2
"Räuber, Bein",2
"Finger, Türe",2
"Finger, Gesicht",2
"Messer, Haus",2
"Hund, Mann",2
"Türe, Gesicht",2
"Tier, Land",2
"Bruder, Land",2
"Morgen, Tier",2
"Spieß, Herz",2
"Spieß, Schwein",2
"Männlein, Spieß",2
"Wein, Leute",2
"Bruder, Wein",2
"Wasser, Brücke",2
"Brücke, Schwein",2
"Turm, Königssohn",2
"Turm, Tag",2
"Turm, Glück",2
"Königssohn, Mann",2
"Seide, Tag",2
"Pferd, Alte",2
"Pferd, Tag",2
"Erde, Welt",2
"Erde, Haar",2
"Frau, Königssohn",2
"Welt, Haar",2
"Hand, Haar",2
"Königssohn, Kind",2
"Königssohn, Tag",2
"Knabe, Jahr",2
"Wald, Männlein",2
"Wasser, Freude",2
"Milch, Frau",2
"Mädchen, Schnee",2
"Wald, Schnee",2
"Wald, Kleid",2
"Gott, Erde",2
"Frau, Berg",2
"Schnee, Kleid",2
"Erdbeere, Brot",2
"Erdbeere, Tag",2
"Wald, Brot",2
"Schnee, Besen",2
"Erdbeere, Besen",2
"König, Männchen",2
"Männchen, Tag",2
"Männchen, Gemahlin",2
"Mund, Tag",2
"Tag, Gemahlin",2
"Mädchen, Besen",2
"Haus, Stiefmutter",2
"Mann, Stiefmutter",2
"Wald, Mund",2
"Ei, Magd",2
"Ei, Besen",2
"Magd, Besen",2
"Magd, Türe",2
"Mädchen, Mund",2
"Mund, Haus",2
"Tochter, Stiefmutter",2
"Mädchen, Auge",2
"Wagen, Kind",2
"Mädchen, Männlein",2
"Männlein, König",2
"Wagen, Schloß",2
"Sohn, Tochter",2
"Geist, Nacht",2
"Geist, Gemahlin",2
"Nacht, Gemahlin",2
"Berg, Alte",2
"Berg, Tochter",2
"Faß, Mensch",2
"Faß, Bett",2
"Mensch, Bett",2
"Flachs, Frau",2
"Flachs, Herz",2
"Herz, Schloß",2
"Hochzeit, Herz",2
"Herz, Zeit",2
"Zeit, Tisch",2
"Finger, Faden",2
"Faden, Tisch",2
"Königin, Bräutigam",2
"Mädchen, Spinnrad",2
"Braut, Königin",2
"Braut, Gut",2
"Hochzeit, Gut",2
"Königssohn, Glück",2
"Gut, Glück",2
"Gut, Bräutigam",2
"Bräutigam, Tisch",2
"Mädchen, Grethel",2
"Frau, Grethel",2
"Wald, Bett",2
"Feuer, Brot",2
"'nein, Haus",2
"Frau, Tier",2
"Gott, Schwesterchen",2
"Gott, Grethel",2
"Feuer, Hänsel",2
"Grethel, Holz",2
"Hänsel, Holz",2
"Wald, Hand",2
"Weg, Hand",2
"Frau, Tür",2
"Tür, Grethel",2
"Tür, Hänsel",2
"Kind, Brot",2
"Kind, Ecke",2
"Weg, Taubechen",2
"Weg, Brot",2
"Weg, Holz",2
"Vogel, Grethel",2
"Vogel, Hänsel",2
"Schwesterchen, Haus",2
"Erde, Nacht",2
"Erde, Abend",2
"Hand, Hauschen",2
"Kind, Hauschen",2
"Alte, Hauschen",2
"Tier, Auge",2
"Hand, Stall",2
"Wasser, Koch",2
"Bruder, Stall",2
"Stall, Koch",2
"Morgen, Finger",2
"Morgen, Auge",2
"Finger, Stallchen",2
"Finger, Alte",2
"Stallchen, Hänsel",2
"Wasser, Hänsel",2
"Gott, Alte",2
"Gans, Kopf",2
"Hexe, Türe",2
"Stallchen, Türe",2
"Haus, Ecke",2
"Vater, 'nein",2
"Reich, Zeit",2
"Jüngling, Zeit",2
"Vater, Jüngling",2
"Freier, Jüngling",2
"Brot, Tisch",2
"Wein, Tod",2
"Schlange, Ecke",2
"Mund, Blatt",2
"Mund, Auge",2
"Zeit, Diener",2
"Vater, Schiff",2
"Schiff, Nacht",2
"Kammer, Tag",2
"Kammer, Tochter",2
"Frau, Schiff",2
"Kammer, Mann",2
"Ring, Königin",2
"Ring, Diener",2
"Ring, Hand",2
"Ring, Koch",2
"Herz, Pferd",2
"Wald, Junge",2
"Weg, Leute",2
"Pferd, Leute",2
"Leute, Junge",2
"Kind, Junge",2
"Rabe, Jüngling",2
"Jüngling, Pferd",2
"Aufgabe, Leben",2
"Pferd, Königstochter",2
"Garten, Sack",2
"Jüngling, Garten",2
"Bein, Leben",2
"Jüngling, Leben",2
"Hand, Apfel",2
"Freude, Jüngling",2
"Freude, Leben",2
"Freude, Baum",2
"Welt, Jüngling",2
"Jüngling, Apfel",2
"Strohhalm, Bohne",2
"Bohne, Kohle",2
"Stroh, Feuer",2
"Topf, Bohne",2
"Topf, Kohle",2
"Tod, Glück",2
"Asche, Bruder",2
"Stroh, Leben",2
"Feuer, Leben",2
"Leben, Alte",2
"Land, Tod",2
"Brücke, Strohhalm",2
"Wasser, Geist",2
"Wasser, Strohhalm",2
"Wasser, Kohle",2
"Strohhalm, Bach",2
"Ga, Awerst",2
"See, Mann",2
"See, Gans",2
"Frau, Treppe",2
"Hand, Tisch",2
"Wöör, Eine",2
"Morgen, Land",2
"Frau, Land",2
"Bett, Land",2
"Soldat, De",2
"He, König",2
"He, Zeit",2
"He, Glück",2
"Ga, Butt",2
"Ga, Kaiser",2
"Reich, Mann",2
"Kaiser, Glück",2
"Glück, Ik",2
"Gold, Soldat",2
"Stück, Riese",2
"Finger, De",2
"Awerst, Papst",2
"He, Gold",2
"Nacht, Awerst",2
"Gott, Butt",2
"Schneiderlein, Ding",2
"Schneiderlein, Ohr",2
"Frau, Ohr",2
"Stärke, Schneiderlein",2
"Rapunzel, Zeit",1
"Rapunzel, Stimme",1
"Zeit, Stimme",1
"Königssohn, Türe",1
"Zauberin, Baum",1
"'jst, Turm",1
"'jst, Tag",1
"'jst, Glück",1
"Rapunzel, Herz",1
"Rapunzel, Auge",1
"Seide, Pferd",1
"Seide, Abend",1
"Seide, Alte",1
"Pferd, Abend",1
"Abend, Alte",1
"Zauberin, Erde",1
"Erde, Rapunzel",1
"Erde, Königssohn",1
"Rapunzel, Welt",1
"Zauberin, Tag",1
"Rapunzel, Tag",1
"Katze, Vogel",1
"Katze, Liebste",1
"Vogel, Liebste",1
"Frau, Liebste",1
"Liebste, Auge",1
"Turm, Auge",1
"Mädchen, Rapunzel",1
"Rapunzel, Knabe",1
"Rapunzel, Jahr",1
"Milch, Vater",1
"Vater, Wein",1
"Mädchen, Milch",1
"Mädchen, Wein",1
"Mädchen, Berg",1
"Gott, Berg",1
"Gott, Schnee",1
"Gott, Erdbeere",1
"Gott, Kleid",1
"Erde, Berg",1
"Erde, Schnee",1
"Erde, Erdbeere",1
"Erde, Kleid",1
"Frau, Erdbeere",1
"Berg, Schnee",1
"Berg, Erdbeere",1
"Berg, Kleid",1
"Erdbeere, Kleid",1
"Mir_Es, Erdbeere",1
"Mir_Es, Stiefmutter",1
"Erdbeere, Auge",1
"Erdbeere, Stiefmutter",1
"Brot, Auge",1
"Brot, Stiefmutter",1
"Auge, Stiefmutter",1
"Wald, Besen",1
"Schnee, Brot",1
"Besen, Brot",1
"Männchen, Mund",1
"Männchen, Brot",1
"Mund, Brot",1
"Mund, Gemahlin",1
"Brot, Gemahlin",1
"Freude, Haus",1
"Freude, Stiefmutter",1
"Mund, Abend",1
"Wald, Stube",1
"Stube, Mund",1
"Wald, Geld",1
"Erdbeere, Geld",1
"Mutter, 'nein",1
"'nein, Kuchen",1
"Stube, Kuchen",1
"Besen, Türe",1
"Erdbeere, Herz",1
"Erdbeere, Mund",1
"Erdbeere, Tod",1
"Erdbeere, Mann",1
"Mund, Tod",1
"Tod, Haus",1
"Mutter, Mund",1
"Wagen, Auge",1
"Hochzeit, Männlein",1
"Hochzeit, Wagen",1
"Männlein, Wagen",1
"Männlein, Schloß",1
"Jahr, Stiefmutter",1
"Königin, Stiefmutter",1
"Sohn, Glück",1
"Sohn, Stiefmutter",1
"Glück, Stiefmutter",1
"König, Weib",1
"Weib, Königin",1
"Weib, Bett",1
"Weib, Fuß",1
"Weib, Tochter",1
"Weib, Kopf",1
"Fuß, Tochter",1
"Ente, Königin",1
"Wasser, Berg",1
"Wasser, Bett",1
"Wasser, Alte",1
"Berg, Faß",1
"Berg, Mensch",1
"Faß, Tochter",1
"Mensch, Alte",1
"Königin, Wein",1
"Mutter, Flachs",1
"Flachs, Königin",1
"Flachs, Tochter",1
"Flachs, Kammer",1
"Morgen, Flachs",1
"Morgen, Jahr",1
"Flachs, Jahr",1
"Flachs, Sohn",1
"Flachs, Abend",1
"Flachs, Tag",1
"Jahr, Abend",1
"Sohn, Abend",1
"Arbeit, Flachs",1
"Arbeit, Hochzeit",1
"Arbeit, Herz",1
"Arbeit, Zeit",1
"Flachs, Hochzeit",1
"Flachs, Zeit",1
"Flachs, Tisch",1
"Herz, Tisch",1
"Kammer, Weib",1
"Finger, Tisch",1
"Erde, Faden",1
"Erde, Tisch",1
"Mädchen, Weib",1
"Weib, Glück",1
"Hochzeit, Kammer",1
"Kammer, Bräutigam",1
"Mädchen, Gut",1
"Mädchen, Faden",1
"Mädchen, Tisch",1
"Braut, Spinnrad",1
"Braut, Faden",1
"Braut, Fuß",1
"Braut, Glück",1
"Braut, Tisch",1
"Hochzeit, Spinnrad",1
"Hochzeit, Faden",1
"Hochzeit, Fuß",1
"Königssohn, Spinnrad",1
"Königssohn, Gut",1
"Königssohn, Faden",1
"Königssohn, Bräutigam",1
"Königssohn, Tisch",1
"Königin, Spinnrad",1
"Königin, Gut",1
"Königin, Faden",1
"Königin, Tisch",1
"Spinnrad, Gut",1
"Spinnrad, Faden",1
"Spinnrad, Fuß",1
"Spinnrad, Glück",1
"Spinnrad, Bräutigam",1
"Spinnrad, Tisch",1
"Gut, Faden",1
"Gut, Fuß",1
"Gut, Tisch",1
"Faden, Fuß",1
"Faden, Glück",1
"Faden, Bräutigam",1
"Fuß, Glück",1
"Fuß, Bräutigam",1
"Fuß, Tisch",1
"Glück, Bräutigam",1
"Mädchen, Hänsel",1
"Land, Brot",1
"Arbeit, Brot",1
"Vater, Stiefmutter",1
"Schwesterchen, Bett",1
"Bett, Grethel",1
"Brot, Stein",1
"Grethel, Stein",1
"Hänsel, Stein",1
"Bein, Hänsel",1
"Vater, Feuer",1
"Vater, Berg",1
"Berg, Kind",1
"Berg, Grethel",1
"Berg, Hänsel",1
"Berg, Holz",1
"Herz, Grethel",1
"Herz, Hänsel",1
"Mutter, Bett",1
"Mutter, Brot",1
"Mutter, Ecke",1
"Bett, Brot",1
"Tür, Alte",1
"Weg, Erde",1
"Erde, Hänsel",1
"Vater, Taubechen",1
"Taubechen, Hänsel",1
"Frau, Taubechen",1
"Mutter, Feuer",1
"Stück, Holz",1
"Brot, Holz",1
"Kind, Abend",1
"Vogel, Schwesterchen",1
"Vogel, Nacht",1
"Vogel, Feld",1
"Schwesterchen, Nacht",1
"Nacht, Feld",1
"Nacht, Grethel",1
"Nacht, Hänsel",1
"Feld, Grethel",1
"Feld, Hänsel",1
"Brot, Kuchen",1
"Brot, Hauschen",1
"Kuchen, Hauschen",1
"Stube, Stimme",1
"Kopf, Hauschen",1
"Milch, Apfel",1
"Grethel, Himmel",1
"Hänsel, Himmel",1
"Hexe, Mensch",1
"Stall, Kind",1
"Stall, Hänsel",1
"Wasser, Stall",1
"Bruder, Koch",1
"Bruder, Grethel",1
"Koch, Grethel",1
"Morgen, Stallchen",1
"Morgen, Hänsel",1
"Finger, Hänsel",1
"Finger, Auge",1
"Stallchen, Alte",1
"Stallchen, Auge",1
"Hänsel, Auge",1
"Gott, Tier",1
"Hexe, Brot",1
"Gans, Grethel",1
"Gans, Alte",1
"Hexe, Vogel",1
"Hexe, Stallchen",1
"Hexe, Hänsel",1
"Vogel, Stallchen",1
"Grethel, Stallchen",1
"Grethel, Türe",1
"Türe, Hänsel",1
"Hexe, Perle",1
"Hexe, Ecke",1
"Perle, Haus",1
"Perle, Ecke",1
"Ente, Brücke",1
"Ente, Grethel",1
"Ente, Hänsel",1
"Brücke, Grethel",1
"Brücke, Hänsel",1
"'nein, Grethel",1
"Vater, Stube",1
"Stube, Perle",1
"Stube, Grethel",1
"Stube, Hänsel",1
"Perle, Grethel",1
"Perle, Hänsel",1
"Reich, Jüngling",1
"Reich, Feld",1
"Jüngling, Feld",1
