Characters,TaleDistributionFrequency
"Königssohn, Koch",1
"Freude, Himmel",1
"Hund, Kohle",1
"Gott, Blume",1
"Knabe, Alte",1
"Leben, Kohle",1
"Freude, Turm",1
"Garten, Tochter",1
"Tochter, Himmel",1
"Herz, Koch",1
"Mund, Koch",1
"Gott, Tochter",1
"Koch, Mann",1
"Blume, Jungfrau",1
"Huhn, Leben",1
"Sohn, Herr",1
"Messer, Sprache",1
"Vater, Kohle",1
"Messer, Bett",1
"Knabe, Schloß",1
"Engel, Tag",1
"Turm, Himmel",1
"Vater, Koch",1
"Sohn, Himmel",1
"Huhn, Kleid",1
"Knabe, Mund",1
"Spieß, Gast",1
"Keller, Grethel",1
"Huhn, Spieß",1
"Ding, Grethel",1
"Grethel, Gast",1
"Krug, Gast",1
"Spieß, Herr",1
"Sprache, Gast",1
"Schuh, Wein",1
"Wein, Grethel",1
"Keller, Feuer",1
"Huhn, Mir_Es",1
"Spieß, Grethel",1
"Huhn, Krug",1
"Messer, Tisch",1
"Trunk, Ding",1
"Huhn, Ohr",1
"Feuer, Gast",1
"Messer, Hand",1
"Finger, Huhn",1
"Huhn, Tisch",1
"Finger, Mund",1
"Huhn, Butter",1
"Grethel, Herr",1
"Wein, Kochin",1
"Krug, Spieß",1
"Huhn, Ding",1
"Finger, Grethel",1
"Messer, Herr",1
"Sprache, Grethel",1
"Ei, Grethel",1
"Huhn, Gast",1
"Schuh, Grethel",1
"Ohr, Gast",1
"Keller, Huhn",1
"Trunk, Huhn",1
"Huhn, Grethel",1
"Trunk, Grethel",1
"Schuh, Kochin",1
"Feuer, Ohr",1
"Haustür, Gast",1
"Huhn, Abend",1
"Spieß, Sprache",1
"Krug, Grethel",1
"Feuer, Krug",1
"Keller, Spieß",1
"Keller, Ding",1
"Krug, Sprache",1
"Krug, Herr",1
"Mund, Grethel",1
"Huhn, Sprache",1
"Spieß, Butter",1
"Grethel, Kochin",1
"Finger, Gast",1
"Huhn, Messer",1
"Keller, Gast",1
"Spieß, Abend",1
"Erde, Schüsselchen",1
"Sohn, Ecke",1
"Kind, Weile",1
"Frau, Schüsselchen",1
"Mutter, Weile",1
"Erde, Jahr",1
"Ecke, Schüsselchen",1
"Mutter, Großvater",1
"Großvater, Sohn",1
"Großvater, Mann",1
"Großvater, Schüsselchen",1
"Großvater, Frau",1
"Enkel, Erde",1
"Schüsselchen, Tisch",1
"Enkel, Jahr",1
"Schüsselchen, Heller",1
"Großvater, Tisch",1
"Großvater, Weile",1
"Weile, Tisch",1
"Suppe, Mund",1
"Großvater, Ecke",1
"Vater, Großvater",1
"Hand, Schüsselchen",1
"Ecke, Tisch",1
"Sohn, Schüsselchen",1
"Großvater, Auge",1
"Großvater, Kind",1
"Ecke, Auge",1
"Enkel, Großvater",1
"Mund, Tisch",1
"Vater, Weile",1
"Kind, Tisch",1
"Sohn, Tisch",1
"Auge, Schüsselchen",1
"Mädchen, Spiegel",1
"Vogel, Kirche",1
"Flachs, Axt",1
"Wassernixe, Kind",1
"Wassernixe, Axt",1
"Mädchen, Spiegelberg",1
"Nixe, Knabe",1
"Faß, Junge",1
"Spiegelberg, Brunnen",1
"Nixe, Vogel",1
"Flachs, Faß",1
"Spiegelberg, Spiegel",1
"Spiegelberg, Haus",1
"Flachs, Junge",1
"Nixe, Kind",1
"Spiegelberg, Wassernixe",1
"Wassernixe, Haus",1
"Faß, Baum",1
"Flachs, Baum",1
"Mädchen, Faß",1
"Mädchen, Nixe",1
"Wassernixe, Brunnen",1
"Spiegelberg, Axt",1
"Bruderchen, Brunnen",1
"Faß, Axt",1
"Haus, Axt",1
"Brunnen, Axt",1
"Wasser, Axt",1
"Wasser, Flachs",1
"Nixe, Kirche",1
"Schwesterchen, Brunnen",1
"Spiegelberg, Kind",1
"Huhnchen, Tod",1
"Huhnchen, Maus",1
"Tier, Huhnchen",1
"Nußberg, Zeit",1
"Seide, Brunnen",1
"Wald, Löwe",1
"Hahnchen, Stein",1
"Huhnchen, Brunnen",1
"Seide, Lauf",1
"Huhnchen, Lauf",1
"Seide, Hahnchen",1
"Hahnchen, Maus",1
"Fuchs, Huhnchen",1
"Wasser, Nußberg",1
"Seide, Nußberg",1
"Seide, Braut",1
"Braut, Lauf",1
"Nußberg, Lauf",1
"Tier, Wagen",1
"Wasser, Huhnchen",1
"Maus, Bach",1
"Wasser, Hahnchen",1
"Braut, Hahnchen",1
"Hirsch, Fuchs",1
"Seide, Nußkern",1
"Nußberg, Huhnchen",1
"Hahnchen, Land",1
"Huhnchen, Land",1
"Braut, Brunnen",1
"Weg, Huhnchen",1
"Braut, Nußberg",1
"Braut, Nußkern",1
"Wasser, Nußkern",1
"Wasser, Lauf",1
"Seide, Huhnchen",1
"Nußkern, Zeit",1
"Braut, Huhnchen",1
"Wagen, Land",1
"Fuchs, Hahnchen",1
"Nußkern, Huhnchen",1
"Wagen, Maus",1
"Wasser, Wagen",1
"Tier, Maus",1
"Tier, Hahnchen",1
"Nußkern, Hahnchen",1
"Nußkern, Brunnen",1
"Strohhalm, Maus",1
"Wasser, Seide",1
"Brücke, Maus",1
"Nußberg, Brunnen",1
"Hirsch, Tier",1
"Hahnchen, Brunnen",1
"Nußkern, Lauf",1
"Nußkern, Nußberg",1
"Lauf, Brunnen",1
"Zeit, Lustig",1
"Teufel, Bruder",1
"Bier, Kreuzer",1
"Teufel, 'nein",1
"Heil., Bein",1
"Soldat, Kreuzer",1
"Heil., Bruder",1
"Geist, Bruder",1
"Herz, Lustig",1
"Soldat, Lamm",1
"Ei, Mensch",1
"Lustig, Leben",1
"Messer, Lustig",1
"Teufel, Gesicht",1
"Lamm, Lustig",1
"Heil., Königstochter",1
"Heil., Ranzen",1
"Wirt, Tür",1
"Schlüssel, Nacht",1
"Lamm, Kopf",1
"Heil., Leben",1
"Heil., Geld",1
"Wirt, Soldat",1
"Königssohn, Wagen",1
"Finger, König",1
"Frosch, Riese",1
"Kugel, Tür",1
"Tür, Riese",1
"Geselle, Kugel",1
"Frosch, Stein",1
"Kugel, Herz",1
"Heinrich, Reich",1
"Heinrich, Herr",1
"Stimme, Stein",1
"Frosch, Perle",1
"'nein, Brunnen",1
"Kugel, Tag",1
"Vater, Wand",1
"Herz, Brunnen",1
"Frosch, Fuß",1
"Tür, Frosch",1
"Hexe, Reich",1
"Frosch, Kleid",1
"Brunnen, Perle",1
"Frosch, Türe",1
"Heinrich, Kopf",1
"Freude, Wagen",1
"Erde, Kugel",1
"Frosch, Tisch",1
"Wasser, Kugel",1
"Wagen, Brunnen",1
"Vater, Riese",1
"Wasser, Erde",1
"Kugel, Kleid",1
"Brunnen, Herr",1
"Morgen, Wagen",1
"Tochter, Gesicht",1
"Vater, Geselle",1
"Frosch, Stimme",1
"Heinrich, König",1
"König, Riese",1
"Wasser, Stimme",1
"Stimme, Kopf",1
"Frosch, Bett",1
"Brunnen, Riese",1
"Heinrich, Diener",1
"Tür, Brunnen",1
"Wagen, Kopf",1
"'nein, Wagen",1
"Kugel, Königstochter",1
"Reich, Brunnen",1
"Kugel, König",1
"Kugel, Auge",1
"Kugel, Brunnen",1
"Kugel, Perle",1
"Heinrich, Frosch",1
"Frosch, Königssohn",1
"Türe, Fuß",1
"Wand, Frosch",1
"Finger, Ecke",1
"Weg, Heinrich",1
"Morgen, Diener",1
"Frosch, Wagen",1
"Wasser, Tür",1
"Geselle, Frosch",1
"Kind, Riese",1
"Zeit, Gesicht",1
"Stuhl, Türe",1
"Frosch, Brunnen",1
"Diener, Kopf",1
"Frosch, Kopf",1
"Herz, Riese",1
"Kugel, Kind",1
"Vater, Kugel",1
"Stuhl, Frosch",1
"Heinrich, Wagen",1
"Frosch, Tag",1
"'nein, Frosch",1
"Wasser, Riese",1
"Heinrich, Herz",1
"Frosch, Herr",1
"Frosch, Kind",1
"Brunnen, Auge",1
"Frosch, Königstochter",1
"Brunnen, Kleid",1
"Frosch, Herz",1
"Königssohn, Herr",1
"Wald, Kugel",1
"Kugel, Frosch",1
"Frosch, Auge",1
"Tür, Tisch",1
"Kugel, Riese",1
"Freude, Heinrich",1
"Heinrich, Pferd",1
"Morgen, Heinrich",1
"Heinrich, Königssohn",1
"Wasser, Geselle",1
"Kugel, Kopf",1
"Brunnen, Tag",1
"Ring, Kirche",1
"Gut, Haus",1
"'er, Name",1
"Jahr, Pfote",1
"Katze, Gott",1
"Ding, Pfote",1
"Katze, Gut",1
"Maus, Kirche",1
"Katze, Kind",1
"Katze, Name",1
"Haus, Maus",1
"Gevatter, Maus",1
"Haar, Pfote",1
"Katze, Fetttopf",1
"Katze, Ring",1
"Fetttopf, Tag",1
"Katze, Ganzaus",1
"Gevatter, Ding",1
"Pate, Maus",1
"Katze, Gevatter",1
"Ding, Maus",1
"Mauschen, Maus",1
"Ring, Maus",1
"Gevatter, Pfote",1
"Maus, Pfote",1
"Maus, Name",1
"Ganzaus, Kopf",1
"Fetttopf, Haus",1
"Katze, Pate",1
"Fetttopf, Kirche",1
"Gott, Name",1
"Gevatter, Name",1
"Weg, Gevatter",1
"Pate, Name",1
"Gevatter, Kirche",1
"Fetttopf, Kind",1
"Haar, Jahr",1
"Ring, Fetttopf",1
"Gut, Maus",1
"Ganzaus, Name",1
"'er, Maus",1
"Gott, Maus",1
"Gevatter, Fetttopf",1
"Ding, Jahr",1
"Fetttopf, Maus",1
"Gevatter, Gut",1
"Gevatter, Mauschen",1
"Weg, Maus",1
"'er, Ganzaus",1
"Kind, Maus",1
"Ganzaus, Maus",1
"Gut, Name",1
"Gevatter, Haar",1
"Gevatter, Ring",1
"Gott, Gut",1
"Katze, Kirche",1
"Weg, Fetttopf",1
"Gevatter, Jahr",1
"Leben, Glück",1
"Frau, Maria",1
"Feuer, Türe",1
"Stimme, Licht",1
"Licht, Töchterlein",1
"Jungfrau, Mund",1
"Maria, Tod",1
"Königin, Maria",1
"Feuer, Töchterlein",1
"Erde, Tür",1
"Feuer, Tür",1
"Bett, Mund",1
"Engel, Nacht",1
"Tür, Tod",1
"Maria, Himmel",1
"Arbeit, Jungfrau",1
"Jungfrau, Himmel",1
"Mutter, Maria",1
"Herz, Töchterlein",1
"Tür, Töchterlein",1
"Arbeit, Mutter",1
"Maria, Töchterlein",1
"Mutter, Jungfrau",1
"Sprache, Maria",1
"Tür, Himmel",1
"Jahr, Maria",1
"Feuer, Himmel",1
"Hand, Maria",1
"Finger, Feuer",1
"Hand, Töchterlein",1
"Jungfrau, Türe",1
"Jungfrau, Licht",1
"Sprache, Mund",1
"Königin, Töchterlein",1
"Nacht, Maria",1
"Wald, Maria",1
"Maria, Türe",1
"Mantel, Baum",1
"Maria, Tag",1
"Tür, Maria",1
"Jahr, Töchterlein",1
"Stimme, Himmel",1
"Tür, Königin",1
"Mantel, Haar",1
"Milch, Gold",1
"Feuer, Maria",1
"Licht, Holz",1
"Jungfrau, Stimme",1
"Tür, Licht",1
"Erde, Maria",1
"Arbeit, Maria",1
"Mutter, Himmel",1
"Stimme, Holz",1
"Schlüssel, Maria",1
"Himmel, Holz",1
"Gold, Kleid",1
"Jungfrau, Töchterlein",1
"Finger, Herz",1
"Stimme, Töchterlein",1
"Schlüssel, Kind",1
"Mädchen, Maria",1
"Leben, Himmel",1
"Tür, Sprache",1
"Stimme, Maria",1
"Tod, Töchterlein",1
"Kind, Maria",1
"Herz, Türe",1
"Herz, Maria",1
"Herz, Himmel",1
"Schlüssel, Jungfrau",1
"Nacht, Himmel",1
"Herz, Holz",1
"Morgen, Leute",1
"Maria, Holz",1
"Licht, Himmel",1
"Jungfrau, Auge",1
"Türe, Auge",1
"Tür, Holz",1
"Jungfrau, Maria",1
"Tür, Stimme",1
"Mädchen, Schlüssel",1
"Tür, Jungfrau",1
"Schlüssel, Hand",1
"Jungfrau, Nacht",1
"Milch, Kleid",1
"Mund, Maria",1
"Schlüssel, Jahr",1
"Bett, Maria",1
"Erde, Königin",1
"Tod, Himmel",1
"Schnee, Blatt",1
"Maria, Licht",1
"Jungfrau, Holz",1
"Tür, Mund",1
"Feuer, Ecke",1
"Baum, Tochter",1
"Geist, Junge",1
"Stück, 'siehst",1
"Stück, Tochter",1
"Morgen, Gruseln",1
"Gruseln, Abend",1
"Mann, Junge",1
"'siehst, Tag",1
"'siehst, Baum",1
"'nein, Feuer",1
"'siehst, Abend",1
"Abend, Tochter",1
"Gruseln, Brot",1
"Schloß, Junge",1
"Berg, Pferd",1
"Pferd, Treppe",1
"Taler, Gruseln",1
"Hochzeit, Mensch",1
"Vater, Gruseln",1
"Wasser, Finger",1
"Gruseln, Nacht",1
"Bein, Ecke",1
"Tag, Kunst",1
"Treppe, Stein",1
"Feuer, Taler",1
"Fisch, Gemahlin",1
"Stein, Junge",1
"Taler, Tochter",1
"Gruseln, Tag",1
"Wirt, Junge",1
"Gruseln, Sohn",1
"Frau, Geist",1
"Gruseln, Schloß",1
"Weg, Fuhrmann",1
"Gruseln, Mensch",1
"Vater, Taler",1
"Gold, Alte",1
"Ding, Sohn",1
"Gruseln, Bach",1
"Hochzeit, Gruseln",1
"Fuhrmann, Junge",1
"Vater, Kunst",1
"König, Gruseln",1
"Gruseln, Haus",1
"Katze, Ecke",1
"'nein, Taler",1
"Zeit, Brot",1
"Mir_Es, Abend",1
"Vater, Fuhrmann",1
"Stube, Junge",1
"Gruseln, Tochter",1
"Geld, Schloß",1
"Welt, 'siehst",1
"Feuer, Messer",1
"Erde, Alte",1
"Mir_Es, Ecke",1
"Stück, Gruseln",1
"Berg, Treppe",1
"Vater, Abend",1
"Welt, Gruseln",1
"Vetter, Tochter",1
"Gruseln, Treppe",1
"Ecke, Junge",1
"Ei, Heller",1
"Feuer, Mann",1
"Abend, Junge",1
"Turm, Junge",1
"Wirt, Mir_Es",1
"Hochzeit, Abend",1
"Welt, Mir_Es",1
"Ei, Fuhrmann",1
"Feuer, Mensch",1
"Taler, Mensch",1
"Gruseln, Garten",1
"Ding, Junge",1
"'nein, Treppe",1
"Taler, Junge",1
"Brot, Junge",1
"'siehst, Nacht",1
"Stück, Taler",1
"Welt, Abend",1
"Bein, Treppe",1
"Stube, Leben",1
"Feuer, Ding",1
"Mir_Es, Baum",1
"Vetter, Gruseln",1
"Hochzeit, Baum",1
"Auge, Kunst",1
"Leben, Junge",1
"Kugel, Geld",1
"Ding, Gruseln",1
"Auge, Junge",1
"Feuer, Kammer",1
"Feuer, Mir_Es",1
"Gruseln, Junge",1
"Mir_Es, Taler",1
"'siehst, Taler",1
"Geld, Auge",1
"Bein, Junge",1
"Hochzeit, Taler",1
"'siehst, Junge",1
"Stück, Nacht",1
"Vetter, Schloß",1
"Messer, Schloß",1
"Geist, Tochter",1
"Gruseln, Baum",1
"Kammer, Junge",1
"Nacht, Junge",1
"Geld, Tochter",1
"Messer, Ding",1
"Gruseln, Auge",1
"Kugel, Junge",1
"Ei, Junge",1
"Erde, Axt",1
"Gruseln, Geld",1
"Vater, Mir_Es",1
"Mir_Es, Junge",1
"Hochzeit, Junge",1
"Ei, Pfote",1
"Mensch, Baum",1
"Tag, Junge",1
"Morgen, 'nein",1
"'nein, Gruseln",1
"Stück, Abend",1
"Abend, Ecke",1
"Stück, Feuer",1
"Vater, Treppe",1
"Weg, Kammer",1
"Hochzeit, Nacht",1
"'nein, Turm",1
"Gruseln, Zeit",1
"Welt, Taler",1
"Gruseln, Mann",1
"Taler, Nacht",1
"Gruseln, Kunst",1
"Geist, Jungfrau",1
"Stück, Junge",1
"Hochzeit, Mir_Es",1
"Mir_Es, Nacht",1
"'siehst, Gruseln",1
"Vetter, König",1
"Hochzeit, 'siehst",1
"'siehst, Tochter",1
"Garten, Bach",1
"Mir_Es, Fuhrmann",1
"Keller, Gold",1
"Tochter, Junge",1
"Pferd, Bett",1
"Messer, Junge",1
"Messer, Kammer",1
"Treppe, Junge",1
"König, Fisch",1
"Mir_Es, Gruseln",1
"'nein, Mir_Es",1
"Geld, Junge",1
"Keller, Schloß",1
"Hochzeit, Stück",1
"Taler, Baum",1
"Treppe, Ecke",1
"Vetter, Geld",1
"Stück, Mensch",1
"Mutter, Pfote",1
"Freude, Brunnen",1
"Kind, Geißlein",1
"Geißlein, Leben",1
"Freude, Geißlein",1
"Geißlein, Fuß",1
"Müller, Fuß",1
"Alte, Stein",1
"Geißlein, Kopf",1
"Bett, Haustür",1
"Streiche, Fuß",1
"Mutter, Alte",1
"Wald, Haustür",1
"Bauch, Stein",1
"Geißlein, Haus",1
"Mutter, Haustür",1
"Schneider, Mutter",1
"Haustür, Tisch",1
"Türe, Pfote",1
"Fuß, Haustür",1
"Brunnen, Geißlein",1
"Stuhl, Bett",1
"Alte, Fuß",1
"Müller, Pfote",1
"Wolf, Fuß",1
"Streiche, Wolf",1
"Geißlein, Wolf",1
"Bauch, Tier",1
"Weg, Stimme",1
"Brunnen, Wolf",1
"Streiche, Müller",1
"Gott, Geißlein",1
"Kind, Haustür",1
"Geißlein, Alte",1
"Haustür, Pfote",1
"Stimme, Alte",1
"Geißlein, Stimme",1
"Weg, Geißlein",1
"Streiche, Pfote",1
"Mutter, Stimme",1
"Wiese, Wolf",1
"Wolf, Haustür",1
"Mutter, Geißlein",1
"Stimme, Haustür",1
"Bauch, Alte",1
"Stück, Stimme",1
"Stück, Haustür",1
"Wolf, Müller",1
"Bild, Schloß",1
"Gold, Schiff",1
"Herz, Johannes",1
"Jahr, Auge",1
"Johannes, Herr",1
"Bild, Sohn",1
"Vogel, Tier",1
"Kammer, Jahr",1
"Stuhl, Vogel",1
"Königin, Kirche",1
"Königstochter, Frieden",1
"Königin, Johannes",1
"Bild, Jahr",1
"Johannes, Kopf",1
"Kammer, Frieden",1
"Braut, Feuer",1
"Gold, Feuer",1
"Welt, Johannes",1
"Morgen, Rabe",1
"Tür, Johannes",1
"Stuhl, Tier",1
"Johannes, Auge",1
"Hand, Johannes",1
"Vater, Johannes",1
"'er, Schiff",1
"Diener, Johannes",1
"Bild, Kammer",1
"Frieden, Johannes",1
"Bett, Sohn",1
"Schiff, Sprache",1
"König, Johannes",1
"Braut, Sprache",1
"Vogel, Reich",1
"Bild, Tod",1
"Bild, Johannes",1
"Bild, Auge",1
"König, Kirche",1
"Welt, Türe",1
"Sohn, Frieden",1
"Kirche, Stein",1
"Rabe, Stein",1
"Silber, Stein",1
"Erde, Gemahlin",1
"Bild, Bett",1
"Stein, Herr",1
"Sprache, Johannes",1
"'nein, Ohr",1
"Daumesdick, Kochin",1
"Bauer, Ohr",1
"Vater, Bauch",1
"Pfarrer, Kammer",1
"Bauer, Meister",1
"Vater, Strohhalm",1
"'siehst, Wagen",1
"Daumesdick, Frau",1
"Ohr, Wagen",1
"Bauch, Daumesdick",1
"Wald, Wagen",1
"'nein, Kopf",1
"Weg, Magd",1
"Daumesdick, Sense",1
"Silber, Pfarrer",1
"'siehst, Strohhalm",1
"Stück, Tür",1
"Wagen, Strohhalm",1
"Daumesdick, Wagen",1
"Magd, Nacht",1
"Zeit, Wagen",1
"Wagen, Holz",1
"Gold, Bauer",1
"Mutter, Pferd",1
"Sense, Kind",1
"Magd, Tag",1
"Welt, Geld",1
"Frau, Stimme",1
"Pfarrer, Stall",1
"Vater, Daumesdick",1
"Daumesdick, Sprache",1
"Ding, Holz",1
"Magd, Jäger",1
"Weg, Daumesdick",1
"Bauer, Holz",1
"Ding, Auge",1
"Kuh, Fuß",1
"Sense, Sprache",1
"Daumesdick, Geld",1
"Wald, Fuhrmann",1
"Daumesdick, Strohhalm",1
"Schrecken, Magd",1
"Welt, Eltern",1
"Daumesdick, Bett",1
"Pfarrer, Geld",1
"'nein, Vogel",1
"Freude, Stimme",1
"Daumesdick, Vogel",1
"Pferd, Meister",1
"Silber, Daumesdick",1
"Daumesdick, Wolf",1
"Kammer, Sprache",1
"'siehst, Ohr",1
"'nein, Gold",1
"'nein, Stück",1
"'nein, Daumesdick",1
"Gold, Daumesdick",1
"Pfarrer, Kuh",1
"Ding, Wagen",1
"Stück, Schrecken",1
"Daumesdick, Meister",1
"Stube, Kochin",1
"'nein, Bauer",1
"Stück, Ohr",1
"Stück, Magd",1
"Ohr, Magd",1
"Schrecken, Hand",1
"Weg, Schrecken",1
"Milch, Magd",1
"Milch, Stimme",1
"Vater, Wurst",1
"Daumesdick, Geist",1
"Daumesdick, Pfarrer",1
"'nein, Geld",1
"Sense, Axt",1
"Daumesdick, Tür",1
"Magd, Licht",1
"Kuchen, Haus",1
"Gold, Ohr",1
"Pferd, Holz",1
"Vater, Bauer",1
"Bauch, Eltern",1
"Sense, Mann",1
"Geist, Kuh",1
"Frau, Axt",1
"Welt, Kuh",1
"Stück, Bett",1
"Daumesdick, Mann",1
"Daumesdick, Fuß",1
"Ohr, Pferd",1
"Kammer, Stimme",1
"Daumesdick, Erde",1
"Daumesdick, Magd",1
"Gott, Kuh",1
"Stimme, Mann",1
"Ei, Leute",1
"Daumesdick, Ohr",1
"Wurst, Kuchen",1
"Bauer, Wagen",1
"Daumesdick, Freude",1
"Messer, Kopf",1
"Bauch, Kuh",1
"Vater, Kuh",1
"Mutter, Meister",1
"Tür, Hand",1
"Sense, Kammer",1
"Sense, Stimme",1
"Sprache, Stimme",1
"Mutter, Ohr",1
"Daumesdick, Kopf",1
"Pferd, Strohhalm",1
"Fuhrmann, Holz",1
"Mutter, Daumesdick",1
"Bett, Kochin",1
"Daumesdick, Stimme",1
"Sense, Wolf",1
"Schrecken, Bett",1
"Bein, Glück",1
"Wolf, Axt",1
"Daumesdick, Kind",1
"Magd, Auge",1
"Licht, Jäger",1
"Wald, Ohr",1
"Ohr, Strohhalm",1
"Daumesdick, Kammer",1
"Füchsin, Schwanz",1
"Füchsin, Katze",1
"Butter, Gast",1
"Freier, Magd",1
"Freier, Herr",1
"Milch, Herr",1
"Füchsin, Haus",1
"Freier, Wolf",1
"Tor, Herr",1
"Kammer, Herd",1
"Tor, Türe",1
"Magd, Kammer",1
"Fuchs, Hochzeit",1
"Füchsin, Türe",1
"Freier, Kind",1
"Füchsin, Freier",1
"Füchsin, Hochzeit",1
"Füchsin, Kammer",1
"Magd, Herd",1
"Frau, Schwanz",1
"Bier, Herr",1
"Hirsch, Hund",1
"Magd, Wolf",1
"Magd, Haustür",1
"Füchsin, Kind",1
"Löwe, Hund",1
"Katze, Freude",1
"Milch, Gast",1
"Füchsin, Fuchs",1
"Füchsin, Herr",1
"Fuchs, Haustür",1
"Füchsin, Wolf",1
"Freier, Frau",1
"Hochzeit, Haus",1
"Füchsin, Frau",1
"Füchsin, Herd",1
"Katze, Kammer",1
"Füchsin, Magd",1
"Hirsch, Hase",1
"Fuchs, Stube",1
"Fuchs, Tor",1
"Bier, Gast",1
"Katze, Freier",1
"Bier, Butter",1
"Katze, Magd",1
"Fuchs, Magd",1
"Fuchs, Freier",1
"Butter, Herr",1
"Schuh, Tisch",1
"Männlein, Abend",1
"Wichtelmann, Brief",1
"Wichtelmann, Kopf",1
"Rock, Männlein",1
"Arbeit, Gott",1
"Rock, Arbeit",1
"Leder, Arbeit",1
"Rock, Tisch",1
"Schuster, Paar",1
"Arbeit, Schuh",1
"Arbeit, Bett",1
"Männlein, Schuster",1
"Arbeit, Auge",1
"Gott, Abend",1
"Wichtelmann, Arbeit",1
"Paar, Mann",1
"Gold, Bett",1
"Mädchen, Wichtelmann",1
"Männlein, Auge",1
"Morgen, Geld",1
"Wichtelmann, Berg",1
"Wichtelmann, Ecke",1
"Kind, Herd",1
"Gold, Perle",1
"Hand, Besen",1
"Arbeit, Männlein",1
"Wichtelmann, Auge",1
"Hand, Ecke",1
"Schuh, Geld",1
"Paar, Geld",1
"Schuster, Tisch",1
"Wichtelmann, Besen",1
"Arbeit, Paar",1
"Rock, Paar",1
"Besen, Kind",1
"Paar, Tisch",1
"Leder, Morgen",1
"Schuh, Schuster",1
"Gebet, Tisch",1
"Arbeit, Besen",1
"Brief, Arbeit",1
"Wichtelmann, Mutter",1
"Wichtelmann, Kind",1
"Leder, Paar",1
"Arbeit, Schuster",1
"Schuh, Abend",1
"Mädchen, Brief",1
"Schuh, Gott",1
"Schuh, Bett",1
"Bett, Perle",1
"Leder, Schuster",1
"Morgen, Paar",1
"Schuh, Paar",1
"Brief, Ecke",1
"Schuster, Geld",1
"Leder, Geld",1
"Schuh, Gebet",1
"Schuster, Auge",1
"Rock, Abend",1
"Leder, Freude",1
"Abend, Tisch",1
"Besen, Ecke",1
"Leder, Schuh",1
"Männlein, Mann",1
"Hand, Abend",1
"Licht, Kleid",1
"Männlein, Tisch",1
"Brief, Besen",1
"Arbeit, Freude",1
"Arbeit, Gebet",1
"Paar, Abend",1
"Mädchen, Gevatter",1
"Männlein, Paar",1
"Keller, Stube",1
"Weg, Braut",1
"Räuber, Herz",1
"Mädchen, Vogel",1
"Weg, Gast",1
"Wald, Wand",1
"Räuber, Jungfrau",1
"Wand, Stimme",1
"Braut, Finger",1
"Asche, Gast",1
"Ring, Faß",1
"Wald, Erbse",1
"Räuber, Alte",1
"Asche, Bräutigam",1
"Mädchen, Wand",1
"Räuber, Gast",1
"Stube, Kopf",1
"Morgen, Faß",1
"Braut, Stube",1
"Mädchen, Bauer",1
"Wald, Gast",1
"Räuber, Wein",1
"Kleid, Tisch",1
"Braut, Faß",1
"Wand, Vogel",1
"Erde, Erbse",1
"Wand, Bauer",1
"Erbse, Gast",1
"Räuber, Frau",1
"Bauer, Stimme",1
"Vogel, Stimme",1
"Räuber, Faß",1
"Erbse, Bräutigam",1
"Vogel, Bauer",1
"Alte, Bräutigam",1
"Keller, Räuber",1
"Faß, Jungfrau",1
"Braut, Räuber",1
"Räuber, Ring",1
"Erde, Faß",1
"Kind, Bräutigam",1
"Weg, Erbse",1
"Finger, Faß",1
"Tag, Müller",1
"Mädchen, Gast",1
"Asche, Wald",1
"Stück, Tisch",1
"Bräutigam, Gast",1
"Freier, Müller",1
"Wald, Bräutigam",1
"Müller, Bräutigam",1
"Hochzeit, Müller",1
"Faß, Herz",1
"Jungfrau, Wein",1
"Bett, Mühlstein",1
"Mauschen, Mühlstein",1
"Huhnchen, Türe",1
"Ente, Stecknadel",1
"Korb, Katze",1
"Katze, Huhnchen",1
"Mauschen, Korbes",1
"Mauschen, Hahnchen",1
"Katze, Mühlstein",1
"Türe, Mühlstein",1
"Welt, Nähnadel",1
"Korb, Feuer",1
"Mauschen, Nähnadel",1
"Stecknadel, Mühlstein",1
"Bett, Nähnadel",1
"Huhnchen, Mühlstein",1
"Ente, Katze",1
"Katze, Hahnchen",1
"Ente, Bett",1
"Korbes, Haus",1
"Ei, Nähnadel",1
"Katze, Nähnadel",1
"Mauschen, Stecknadel",1
"Asche, Korb",1
"Mauschen, Huhnchen",1
"Mauschen, Türe",1
"Wagen, Nähnadel",1
"Ente, Mauschen",1
"Ente, Türe",1
"Gesicht, Herr",1
"Wagen, Türe",1
"Mauschen, Wagen",1
"Korb, Gesicht",1
"Ente, Gesicht",1
"Ente, Nähnadel",1
"Stecknadel, Huhnchen",1
"Hahnchen, Mühlstein",1
"Korb, Herr",1
"Stecknadel, Türe",1
"Bett, Wagen",1
"Mühlstein, Haustür",1
"Wasser, Gesicht",1
"Ente, Mühlstein",1
"Stuhl, Stecknadel",1
"Bett, Hahnchen",1
"Stecknadel, Bett",1
"Huhnchen, Nähnadel",1
"Huhnchen, Bett",1
"Mauschen, Haus",1
"Korbes, Mann",1
"Hahnchen, Türe",1
"Korbes, Herr",1
"Mühlstein, Nähnadel",1
"Katze, Stecknadel",1
"Asche, Herr",1
"Ei, Wagen",1
"Mauschen, Herr",1
"Ei, Stecknadel",1
"Ei, Mühlstein",1
"Mauschen, Bett",1
"Wagen, Mühlstein",1
"Türe, Nähnadel",1
"Stecknadel, Wagen",1
"Katze, Bett",1
"Katze, Wagen",1
"Feuer, Fisch",1
