Characters,TaleDistributionFrequency
"Brot, Drachen",1
"Sprache, Tod",1
"Tier, Brot",1
"Tier, Drachen",1
"Wein, Schloß",1
"Löwe, Mensch",1
"Jungfrau, Kopf",1
"Messer, Weile",1
"Tier, Hase",1
"Herz, Hase",1
"Herz, Hahnchen",1
"Wirt, Jungfrau",1
"Hase, Fuß",1
"Stuhl, Hund",1
"Kammer, Drachen",1
"'er, Feuer",1
"Messer, Tod",1
"Freude, Herr",1
"Pfote, Herr",1
"Messer, Hase",1
"Stuhl, Fuchs",1
"Tier, Pfote",1
"Sprache, Hase",1
"Fuchs, Ding",1
"König, Bräutigam",1
"Bruder, Hand",1
"Jäger, Kirche",1
"Knabe, Haus",1
"Wirt, Drachen",1
"Jäger, Drachen",1
"Tor, Tier",1
"Wirt, Bräutigam",1
"'er, Fuß",1
"Löwe, Name",1
"Mund, Jäger",1
"Spieß, Kind",1
"Drachen, Kopf",1
"Koch, Drachen",1
"Kirche, Mann",1
"Leben, Drachen",1
"Hahnchen, Mann",1
"Jäger, Bräutigam",1
"Freude, Drachen",1
"Rock, Kunst",1
"Hochzeit, Brot",1
"Bruder, Gemahlin",1
"Hexe, Gnade",1
"Messer, Tier",1
"Vogel, Spieß",1
"Fuchs, Ecke",1
"Messer, Baum",1
"Pferd, Tochter",1
"Feuer, Jäger",1
"Sprache, Gemahlin",1
"Freude, Jäger",1
"'nein, Weib",1
"Kammer, Schwanz",1
"Jungfrau, Leben",1
"Hexe, Baum",1
"'nein, Stein",1
"Stuhl, Jäger",1
"Erde, Kirche",1
"Jäger, Junge",1
"König, Drachen",1
"Löwe, Wein",1
"Reich, Drachen",1
"Wald, Licht",1
"Wagen, Tochter",1
"Fuß, Ecke",1
"Bruder, Gnade",1
"Erde, Feuer",1
"Wirt, Freude",1
"Wolf, Tod",1
"Kleid, Herr",1
"Wolf, Kleid",1
"Hase, Pfote",1
"Tier, Leute",1
"Schloß, Licht",1
"Feuer, Löwe",1
"Gnade, Fuß",1
"Erde, Sprache",1
"Königstochter, Fuß",1
"Fuchs, Weile",1
"Berg, Jäger",1
"Hase, Tod",1
"Löwe, Herr",1
"Wirt, Kuh",1
"Ding, Königin",1
"Wein, Diener",1
"Rock, Kugel",1
"Drachen, Tochter",1
"Ohr, Sprache",1
"Wirt, Wagen",1
"Zeit, Hase",1
"Geld, Feder",1
"Hase, Junge",1
"Wirt, König",1
"Schwanz, Drachen",1
"Tier, Wein",1
"Schloß, Herr",1
"Sprache, Gnade",1
"Königstochter, Haus",1
"Löwe, Tod",1
"Tier, Königstochter",1
"Gnade, Drachen",1
"Wirt, Hochzeit",1
"Erde, Wein",1
"Weile, Wolf",1
"Leute, Abend",1
"Hund, Königstochter",1
"Stuhl, Schloß",1
"Wirt, Löwe",1
"Tod, Drachen",1
"Jahr, Jäger",1
"Huhn, Löwe",1
"Weile, Tod",1
"Hexe, 'nein",1
"Vater, Drachen",1
"Hund, Ei",1
"Kammer, Wein",1
"'er, Hand",1
"Herz, Junge",1
"Ohr, Mensch",1
"Schrecken, Königstochter",1
"Königstochter, Bräutigam",1
"Vogel, Ei",1
"Leben, Hase",1
"Huhn, Wolf",1
"Jäger, Ecke",1
"Drachen, Auge",1
"Hund, Fuß",1
"Mir_Es, Hase",1
"Löwe, Brot",1
"Wirt, Pferd",1
"Löwe, Leute",1
"Kammer, Brot",1
"Schrecken, Erde",1
"Keller, Erde",1
"Jäger, Tisch",1
"Drachen, Name",1
"Tier, Stimme",1
"Feuer, Gnade",1
"Ehre, Kopf",1
"Berg, Löwe",1
"Löwe, Weile",1
"Jäger, Tod",1
"Kuh, Holz",1
"Schultheiß, Taler",1
"Bürle, Name",1
"Geld, Haus",1
"'er, Kopf",1
"Teufel, Schlüssel",1
"Bürle, Haustür",1
"Schlüssel, 'er",1
"Schultheiß, Lamm",1
"'er, Ding",1
"Wasser, Wiese",1
"Sprache, Bürle",1
"Ding, Müller",1
"Müller, Haustür",1
"Herde, Bürle",1
"Bett, Müller",1
"Rabe, Bett",1
"Bürle, Kuchen",1
"Magd, Taler",1
"Wein, Müller",1
"Bauer, Himmel",1
"Sprache, Himmel",1
"Wein, Bürle",1
"Gevatter, Kopf",1
"Taler, Auge",1
"Morgen, Bürle",1
"Kopf, Holz",1
"Ding, Bürle",1
"Frau, Kuh",1
"Kuh, Bürle",1
"Bein, Bürle",1
"Wiese, Lamm",1
"Frau, Bürle",1
"Schultheiß, Wiese",1
"Licht, Bürle",1
"'er, Erde",1
"Herde, Haustür",1
"Taler, Müller",1
"Schultheiß, Haus",1
"Müller, Kopf",1
"Geld, Bürle",1
"Müller, Auge",1
"Schultheiß, Himmel",1
"Erde, Ding",1
"Schlüssel, Haustür",1
"Wiese, Sprache",1
"Schultheiß, Bauer",1
"Sprache, Müller",1
"Schlüssel, Sprache",1
"Schultheiß, Geld",1
"Ding, Taler",1
"Rabe, Müller",1
"Herde, Bauer",1
"Faß, Wiese",1
"Kuchen, Mann",1
"Gott, Kuchen",1
"Taler, Bürle",1
"Schlüssel, Müller",1
"Schultheiß, Faß",1
"'er, Bürle",1
"Schnee, Geld",1
"Wasser, Schultheiß",1
"Bauer, Bürle",1
"Schnee, Bürle",1
"Gevatter, Holz",1
"Gevatter, Kuh",1
"Rabe, Kuchen",1
"Schultheiß, Licht",1
"Bürle, Tod",1
"Schlüssel, Bürle",1
"Faß, Himmel",1
"Teufel, Bürle",1
"Bett, Bürle",1
"Herde, Himmel",1
"Sprache, Kuchen",1
"Wasser, Herde",1
"Bürle, Kopf",1
"Kuh, Name",1
"Schlüssel, Tisch",1
"Schultheiß, Bürle",1
"'er, Müller",1
"Bauer, Wiese",1
"Erde, Müller",1
"Sprache, Haustür",1
"Schultheiß, Herde",1
"Kuchen, Müller",1
"Teufel, Haustür",1
"'er, Rabe",1
"Sprache, Kuh",1
"Schultheiß, Schnee",1
"Bauer, Schnee",1
"Bürle, Müller",1
"Wiese, Bürle",1
"Bein, Haustür",1
"Bürle, Himmel",1
"Faß, Bürle",1
"'er, Frau",1
"Bürle, Haus",1
"Herde, Lamm",1
"Erde, Bürle",1
"Herde, Faß",1
"Bürle, Mann",1
"Rabe, Kopf",1
"Wasser, Bürle",1
"Schultheiß, Sprache",1
"Lamm, Himmel",1
"Rabe, Ding",1
"Herde, Bein",1
"Bürle, Auge",1
"Herde, Sprache",1
"Rabe, Bürle",1
"Lamm, Bürle",1
"Wiese, Himmel",1
"Schultheiß, Kuh",1
"Welt, Bürle",1
"Herz, Bürle",1
"Faß, Lamm",1
"'er, Haustür",1
"Frau, Kuchen",1
"Schultheiß, Magd",1
"See, Frieden",1
"Ei, Leide_Es",1
"Leide_Es, See",1
"Männchen, Schloß",1
"See, Königstochter",1
"Tür, Pferd",1
"Stall, Leide_Es",1
"Leide_Es, Schloß",1
"Ente, Tier",1
"Ei, Frieden",1
"Dümmling, Honig",1
"Mensch, Frieden",1
"Stück, Honig",1
"Königstochter, Perle",1
"Tür, Stube",1
"Stall, Frieden",1
"Mensch, Türe",1
"Dümmling, Frieden",1
"Dümmling, Reihe",1
"Stall, Dümmling",1
"Ente, Dümmling",1
"Leide_Es, Stube",1
"Wald, Königstochter",1
"Ente, Frieden",1
"Tür, Frieden",1
"Dümmling, Schloß",1
"Aufgabe, See",1
"Ei, See",1
"Aufgabe, König",1
"Reihe, Perle",1
"Pferd, Stube",1
"Mund, Honig",1
"Dümmling, Mund",1
"Feuer, Dümmling",1
"Leide_Es, Frieden",1
"Tier, Frieden",1
"Wald, Perle",1
"Dümmling, Tier",1
"Pferd, Türe",1
"Ente, Leide_Es",1
"Mensch, Stube",1
"Leide_Es, Türe",1
"Stube, Frieden",1
"Mensch, Leide_Es",1
"Pferd, Frieden",1
"Dümmling, See",1
"Tür, Bruder",1
"Königssohn, Honig",1
"Schlüssel, See",1
"Tür, Mensch",1
"Aufgabe, Schloß",1
"Dümmling, Türe",1
"Königssohn, Mund",1
"Tier, Stube",1
"Tür, Dümmling",1
"Dümmling, Stube",1
"Leben, Perle",1
"Bruder, Leide_Es",1
"Feuer, Mund",1
"Tür, Stall",1
"Stall, Mensch",1
"Honig, Frieden",1
"Tier, See",1
"Feuer, Honig",1
"Dümmling, Perle",1
"Aufgabe, Schlüssel",1
"Feuer, Königssohn",1
"Männchen, Tisch",1
"Ente, Schlüssel",1
"Aufgabe, Tochter",1
"Frieden, Türe",1
"Perle, Stein",1
"Dümmling, Königssohn",1
"Leide_Es, Tier",1
"Aufgabe, Morgen",1
"Dümmling, Leide_Es",1
"Stall, Türe",1
"Bruder, Honig",1
"Aufgabe, Männchen",1
"Tür, Leide_Es",1
"Tier, Perle",1
"Tier, Honig",1
"Schlüssel, Königstochter",1
"Leide_Es, Pferd",1
"Honig, Baum",1
"Leide_Es, Honig",1
"Schlüssel, Dümmling",1
"Stall, Stube",1
"Ring, Dümmling",1
"Ring, Bein",1
"Ring, Jtsche",1
"Ding, Dümmling",1
"Reich, Sohn",1
"Ding, Teppich",1
"Jtsche, Teppich",1
"König, Teppich",1
"Frau, Dümmling",1
"Vater, Verstand",1
"Hand, Jtsche",1
"Ohr, Dümmling",1
"Mauschen, Frau",1
"Feder, Teppich",1
"Reich, Feder",1
"Ring, Reich",1
"Feder, Tod",1
"Mauschen, Hand",1
"Ring, Frau",1
"Jtsche, Türe",1
"Schloß, Teppich",1
"Zeit, Teppich",1
"Erde, Teppich",1
"Ring, Feder",1
"Dümmling, Jtsche",1
"Ding, Verstand",1
"Schloß, Feder",1
"Bruder, Reich",1
"Ding, Zeit",1
"Verstand, Teppich",1
"Ei, Jtsche",1
"Dümmling, Teppich",1
"Mauschen, Jtsche",1
"Vater, Teppich",1
"Ring, Bruder",1
"Erde, Feder",1
"Ring, Ohr",1
"Erde, Jtsche",1
"Mauschen, Pferd",1
"Erde, Tod",1
"Verstand, Zeit",1
"Tod, Teppich",1
"Ring, Erde",1
"Mauschen, Dümmling",1
"Erde, Dümmling",1
"Pferd, Jtsche",1
"Frau, Jtsche",1
"Dümmling, Verstand",1
"Männchen, Land",1
"Stück, Männlein",1
"Mutter, Dümmling",1
"Asche, Dümmling",1
"Berg, Reich",1
"Wein, Holz",1
"Bier, Männchen",1
"Morgen, Dümmling",1
"Wasser, Männchen",1
"Dümmling, Tag",1
"Schiff, Gemahlin",1
"Braut, Schiff",1
"Mann, Stein",1
"Gans, Baum",1
"Männchen, Gesicht",1
"Dümmling, Kuchen",1
"Dümmling, Gans",1
"Dümmling, Mann",1
"Trunk, Wein",1
"Schiff, Dümmling",1
"Bauer, Feld",1
"Wald, Reich",1
"Gold, Baum",1
"Hand, Feder",1
"Dümmling, Gesicht",1
"Wald, Bier",1
"Wasser, Schiff",1
"Baum, Gesicht",1
"Dümmling, Gemahlin",1
"Bier, Kuchen",1
"Rapunzel, Mann",1
"Zauberin, Hand",1
"Zauberin, Leute",1
"Rapunzel, Stimme",1
"Rapunzel, Hand",1
"Wald, Zauberin",1
"Jahr, Treppe",1
"Liebste, Auge",1
"Rapunzel, Kind",1
"Garten, Mann",1
"Rapunzel, Knabe",1
"Abend, Alte",1
"Rapunzel, Zeit",1
"Blume, Leute",1
"Zauberin, Türe",1
"Garten, Leute",1
"Zauberin, Frau",1
"Hand, Garten",1
"Erde, Rapunzel",1
"Seide, Pferd",1
"Rapunzel, Tag",1
"Zeit, Stimme",1
"Frau, Liebste",1
"Zauberin, Erde",1
"Zauberin, Haar",1
"Zauberin, Stimme",1
"Mann, Name",1
"Rapunzel, Herz",1
"Seide, Abend",1
"Mädchen, Rapunzel",1
"Mutter, Rapunzel",1
"Vogel, Liebste",1
"Turm, Königssohn",1
"Zauberin, Gnade",1
"Turm, Auge",1
"Seide, Alte",1
"Rapunzel, Haar",1
"Zauberin, Welt",1
"Mund, Gemahlin",1
"Mund, Tag",1
"Weib, Bett",1
"Stube, Mund",1
"Mutter, 'nein",1
"Milch, Tochter",1
"Mädchen, Schnee",1
"Königin, Stiefmutter",1
"Mensch, Alte",1
"Milch, Frau",1
"Wagen, Auge",1
"Vater, Wein",1
"Wald, Geld",1
"Hochzeit, Wagen",1
"Weib, Fuß",1
"Brot, Auge",1
"Mädchen, Berg",1
"Wald, Erdbeere",1
"Erde, Berg",1
"Erdbeere, Kleid",1
"Berg, Kleid",1
"Morgen, Milch",1
"Mann, Stiefmutter",1
"Erdbeere, Stiefmutter",1
"Berg, Schnee",1
"Milch, Wein",1
"Weib, Tochter",1
"Erdbeere, Tod",1
"Erdbeere, Herz",1
"König, Weib",1
"Erde, Schnee",1
"Mund, Abend",1
"Erdbeere, Mund",1
"Sohn, Glück",1
"Ente, Königin",1
"Tochter, Stiefmutter",1
"Sohn, Stiefmutter",1
"Männchen, Mund",1
"Morgen, Wein",1
"Wasser, Bett",1
"Faß, Tochter",1
"Gott, Kleid",1
"Mund, Brot",1
"Mädchen, Erdbeere",1
"Wald, Stube",1
"Mädchen, Milch",1
"Männlein, Schloß",1
"Mädchen, Wein",1
"'nein, Kuchen",1
"Wasser, Milch",1
"Erdbeere, Mann",1
"Besen, Brot",1
"Wasser, Berg",1
"Erdbeere, Besen",1
"Mutter, Mund",1
"Schnee, Besen",1
"Mir_Es, Erdbeere",1
"Jahr, Stiefmutter",1
"Erde, Erdbeere",1
"Männlein, Wagen",1
"Erdbeere, Brot",1
"Tod, Haus",1
"Erdbeere, Haus",1
"Männchen, Brot",1
"Berg, Faß",1
"Fuß, Tochter",1
"Erdbeere, Auge",1
"Freude, Stiefmutter",1
"Schnee, Erdbeere",1
"Gott, Berg",1
"Wasser, Alte",1
"Auge, Stiefmutter",1
"Wald, Besen",1
"Erde, Kleid",1
"Wald, Schnee",1
"Brot, Stiefmutter",1
"Gott, Schnee",1
"Besen, Türe",1
"Freude, Haus",1
"Berg, Mensch",1
"Hochzeit, Männlein",1
"Wald, Mund",1
"Weib, Königin",1
"Milch, Vater",1
"Mund, Tod",1
"Weib, Kopf",1
"Stube, Kuchen",1
"Berg, Erdbeere",1
"Milch, Mann",1
"Gott, Erdbeere",1
"Glück, Stiefmutter",1
"Frau, Erdbeere",1
"Mir_Es, Stiefmutter",1
"Erdbeere, Geld",1
"Brot, Gemahlin",1
"Erdbeere, Tag",1
"Schnee, Brot",1
"Arbeit, Zeit",1
"Hochzeit, Fuß",1
"Flachs, Tochter",1
"Königin, Gut",1
"Spinnrad, Gut",1
"Flachs, Tisch",1
"Sohn, Abend",1
"Mädchen, Tisch",1
"Glück, Bräutigam",1
"Faden, Tisch",1
"Flachs, Kammer",1
"Königssohn, Spinnrad",1
"Hochzeit, Spinnrad",1
"Königin, Bräutigam",1
"Hochzeit, Kammer",1
"Mutter, Flachs",1
"Herz, Tisch",1
"Königssohn, Tisch",1
"Königin, Spinnrad",1
"Mädchen, Faden",1
"Königin, Faden",1
"Faden, Bräutigam",1
"Flachs, Jahr",1
"Flachs, Herz",1
"Morgen, Jahr",1
"Kammer, Weib",1
"Braut, Spinnrad",1
"Spinnrad, Glück",1
"Flachs, Zeit",1
"Jahr, Abend",1
"Spinnrad, Faden",1
"Hochzeit, Faden",1
"Mädchen, Gut",1
"Braut, Fuß",1
"Fuß, Bräutigam",1
"Fuß, Glück",1
"Königin, Wein",1
"Flachs, Tag",1
"Gut, Faden",1
"Kammer, Bräutigam",1
"Faden, Glück",1
"Erde, Faden",1
"Arbeit, Hochzeit",1
"Fuß, Tisch",1
"Königssohn, Gut",1
"Flachs, Abend",1
"Faden, Fuß",1
"Flachs, Sohn",1
"Spinnrad, Tisch",1
"Spinnrad, Bräutigam",1
"Morgen, Flachs",1
"Gut, Fuß",1
"Gut, Tisch",1
"Königssohn, Faden",1
"Mädchen, Weib",1
"Spinnrad, Fuß",1
"Erde, Tisch",1
"Weib, Glück",1
"Braut, Glück",1
"Braut, Tisch",1
"Braut, Faden",1
"Flachs, Königin",1
"Flachs, Hochzeit",1
"Arbeit, Flachs",1
"Arbeit, Herz",1
"Königin, Tisch",1
"Finger, Tisch",1
"Königssohn, Bräutigam",1
"Grethel, Stein",1
"Stallchen, Alte",1
"Kind, Abend",1
"Stube, Grethel",1
"Hänsel, Himmel",1
"Feuer, Hänsel",1
"Brücke, Grethel",1
"Berg, Grethel",1
"Bett, Grethel",1
"Herz, Hänsel",1
"Kuchen, Hauschen",1
"Bein, Hänsel",1
"Hexe, Vogel",1
"Stück, Holz",1
"Schwesterchen, Bett",1
"Frau, Taubechen",1
"Vater, Taubechen",1
"Morgen, Hänsel",1
"Vater, Berg",1
"Hexe, Perle",1
"Tür, Grethel",1
"Ente, Hänsel",1
"Bett, Brot",1
"Berg, Hänsel",1
"Perle, Hänsel",1
"Stück, Hänsel",1
"Brücke, Hänsel",1
"Grethel, Himmel",1
"Perle, Haus",1
"Wald, Hänsel",1
"Mädchen, Hänsel",1
"Perle, Grethel",1
"Bruder, Koch",1
"Vater, Stiefmutter",1
"Brot, Holz",1
"Hexe, Ecke",1
"Erde, Hänsel",1
"Morgen, Stallchen",1
"Tür, Alte",1
"Finger, Auge",1
"Brot, Hänsel",1
"Gott, Schwesterchen",1
"Vater, Grethel",1
"Weg, Grethel",1
"Milch, Apfel",1
"Hand, Grethel",1
"Stube, Stimme",1
"Stallchen, Auge",1
"'nein, Grethel",1
"Frau, Hänsel",1
"Mutter, Brot",1
"Weg, Taubechen",1
"Tür, Hänsel",1
"Feld, Hänsel",1
"Schwesterchen, Grethel",1
"Berg, Kind",1
"Vogel, Feld",1
"Türe, Hänsel",1
"Nacht, Hänsel",1
"'nein, Haus",1
"Weg, Erde",1
"Hänsel, Stein",1
"Grethel, Stallchen",1
"Stall, Hänsel",1
"Wasser, Stall",1
"Stallchen, Hänsel",1
"Mutter, Feuer",1
"Vogel, Schwesterchen",1
"Weg, Hänsel",1
"Koch, Grethel",1
"Hexe, Stallchen",1
"Ente, Brücke",1
"Arbeit, Brot",1
"Wasser, Grethel",1
"Bruder, Grethel",1
"Schwesterchen, Nacht",1
"Ente, Grethel",1
"Schwesterchen, Hänsel",1
"Stube, Perle",1
"Hexe, Grethel",1
"Vater, Stube",1
"Taubechen, Hänsel",1
"Kopf, Hauschen",1
"Mutter, Ecke",1
"Mutter, Bett",1
"Alte, Hänsel",1
"Brot, Hauschen",1
"Wasser, Hänsel",1
"Grethel, Alte",1
"Gans, Alte",1
"Hexe, Mensch",1
"Kind, Hänsel",1
"Land, Brot",1
"Haus, Hänsel",1
"Vater, Feuer",1
"Vogel, Stallchen",1
"Hexe, Hänsel",1
"Stube, Hänsel",1
"Vogel, Nacht",1
"Gott, Tier",1
"Gott, Grethel",1
"Vater, Hänsel",1
"Frau, Tür",1
"Finger, Hänsel",1
"Kind, Grethel",1
"Hänsel, Auge",1
"Grethel, Holz",1
"Brot, Stein",1
"Feld, Grethel",1
"Hexe, Brot",1
"Stall, Kind",1
"Frau, Grethel",1
"Vogel, Grethel",1
"Grethel, Türe",1
"Herz, Grethel",1
"Perle, Ecke",1
"Feuer, Brot",1
"Mädchen, Grethel",1
"Wald, Grethel",1
"Nacht, Feld",1
"Nacht, Grethel",1
"Hand, Hänsel",1
"Berg, Holz",1
"Brot, Kuchen",1
"Grethel, Hänsel",1
"Hänsel, Holz",1
"Vogel, Hänsel",1
"Gans, Grethel",1
"Brot, Grethel",1
"Jüngling, Feld",1
"Mund, Ecke",1
"Schlange, Mensch",1
"Reich, Jüngling",1
"Schiff, Tod",1
"Zeit, Feld",1
"Schlange, Erde",1
"Reich, Feld",1
"Schiff, Zeit",1
"Stück, Blatt",1
"Erde, Blatt",1
"Mund, Auge",1
"Schlange, Blatt",1
"Vater, Freier",1
"Tor, Tag",1
"Schlange, Ecke",1
"Schlange, Mund",1
"Schiff, Leben",1
"Wein, Licht",1
"Brot, Licht",1
"Wein, Tisch",1
"Blatt, Auge",1
"Mund, Blatt",1
"Vater, Schiff",1
"Brot, Tod",1
"Königin, Arzt",1
"Schiff, Gnade",1
"Blatt, Ecke",1
"Gnade, Mann",1
"Vater, Diener",1
"Licht, Tisch",1
"Schlange, Stück",1
"Mensch, Blatt",1
"Ring, Königin",1
"Freude, Rabe",1
"Koch, Diener",1
"Weg, Fisch",1
"Tier, Nacht",1
"Ring, Tag",1
"Rabe, Apfel",1
"Sand, Stimme",1
"Welt, Pferd",1
"Hand, Diener",1
"Tier, Sack",1
"Aufgabe, Herz",1
"Bein, Jüngling",1
"Erde, Junge",1
"Kammer, Diener",1
"Aufgabe, Leben",1
"Aufgabe, Garten",1
"Königstochter, Baum",1
"Aufgabe, Tod",1
"Schlange, Sprache",1
"Sand, Fuß",1
"Rabe, Jüngling",1
"Schlange, Tür",1
"Freier, Königstochter",1
"Königin, Koch",1
"Freude, Apfel",1
"Schlange, Tier",1
"Garten, Tod",1
"Garten, Sack",1
"Jüngling, Garten",1
"Ring, Auge",1
"Aufgabe, Apfel",1
"Weile, Diener",1
"Rabe, Königstochter",1
"Jüngling, Mund",1
"Welt, Weile",1
"Mund, Fuß",1
"Kammer, Zeit",1
"Wasser, Pferd",1
"Mensch, Diener",1
"Ring, Diener",1
"Gnade, Diener",1
"Welt, Königstochter",1
"Nacht, Sack",1
"Königstochter, Apfel",1
"Rabe, Baum",1
"Aufgabe, Pferd",1
"Welt, Apfel",1
"Herz, Apfel",1
"Sperling, Wald",1
"Freude, Kopf",1
"Aufgabe, Jüngling",1
"Ring, Jüngling",1
"Fisch, Leben",1
"Pferd, Weile",1
"Jüngling, Fuß",1
"Aufgabe, Baum",1
"Garten, Königstochter",1
"Jüngling, Leben",1
"Sperling, Feld",1
"Bruder, Bohne",1
"Schneider, Bach",1
"Alte, Bohne",1
"Asche, Stroh",1
"Schneider, Glück",1
"Topf, Herd",1
"Stück, Geist",1
"Asche, Topf",1
"Land, Bohne",1
"Feuer, Bohne",1
"Stück, Strohhalm",1
"Strohhalm, Kohle",1
"Stroh, Hand",1
"Bohne, Tod",1
"Stück, Kohle",1
"Strohhalm, Bohne",1
"Geselle, Bohne",1
"Stroh, Herd",1
"Stroh, Feuer",1
"Herd, Bohne",1
"Geist, Bach",1
"Wasser, Stück",1
"Geist, Kohle",1
"Zeit, Bohne",1
"Herd, Strohhalm",1
"Asche, Leben",1
"Stroh, Bohne",1
"Hand, Herd",1
"Geselle, Land",1
"Geselle, Tod",1
"Asche, Bohne",1
"Stroh, Topf",1
"Topf, Strohhalm",1
"Frau, Bohne",1
"Bach, Glück",1
"Finger, Kohle",1
"Brücke, Kohle",1
"Tod, Kohle",1
"Bohne, Kohle",1
"Stroh, Alte",1
"Topf, Alte",1
"Stück, Bach",1
"Asche, Alte",1
"Leben, Bohne",1
"Stroh, Bruder",1
"Topf, Leben",1
"Herd, Kohle",1
"Geist, Strohhalm",1
"Topf, Bohne",1
"Kohle, Glück",1
"Kohle, Bach",1
"Feuer, Glück",1
"Topf, Bruder",1
"Eine, Tisch",1
"Papst, Mann",1
"De, Kaiser",1
"Eine, Kaiser",1
"Awerst, Butt",1
"Gold, Kaiser",1
"Papst, Ik",1
"Butt, Eine",1
"He, Gott",1
"Ga, See",1
"He, Butt",1
"He, Treppe",1
"De, Hase",1
"König, Kaiser",1
"Treppe, Tisch",1
"Gold, Awerst",1
"Wöör, Kirche",1
"Papst, Kaiser",1
"De, Treppe",1
"Reich, Butt",1
"Morgen, De",1
"See, Mann",1
"See, Wöör",1
"Gans, Himmel",1
"Frau, Kaiser",1
"He, König",1
"De, See",1
"De, Glück",1
"He, Eine",1
"Ga, Glück",1
"Eine, Ik",1
"Hand, Treppe",1
"Gold, Ehre",1
"Ga, König",1
"Kaiser, Ik",1
"Ga, Kaiser",1
"Ehre, Butt",1
"Wöör, Riese",1
"Gott, Ik",1
"Ehre, Kaiser",1
"Blume, De",1
"De, Abend",1
"König, Ik",1
"De, Riese",1
"Land, Abend",1
"Wöör, Hase",1
"Frau, Riese",1
"Reich, Ik",1
"Ga, De",1
"Ehre, Glück",1
"Bett, Butt",1
"He, Reich",1
"Gott, Butt",1
"Ehre, Riese",1
"See, Himmel",1
"Awerst, Papst",1
"Ehre, Tisch",1
"Soldat, Awerst",1
"He, Ga",1
"See, Awerst",1
"Stück, Ehre",1
"Soldat, De",1
"Bett, Ik",1
"Ehre, Treppe",1
"Zeit, Ik",1
"Awerst, Eine",1
"Frau, Papst",1
"Finger, Ehre",1
"Butt, Kaiser",1
"Frau, See",1
"Ga, Mann",1
"He, Kaiser",1
"Kaiser, Glück",1
"Wöör, Treppe",1
"Gott, Ehre",1
"Treppe, Eine",1
"Butt, Ik",1
"Reich, De",1
"Soldat, Wöör",1
"Morgen, Ehre",1
"See, Glück",1
"He, See",1
"He, Licht",1
"Papst, Glück",1
"Ga, Butt",1
"De, Tisch",1
"Butt, Papst",1
"De, Papst",1
"Wöör, Himmel",1
"Awerst, Kaiser",1
"De, Zeit",1
"Ga, Ik",1
"Ga, Reich",1
"Hand, Eine",1
"Wöör, Tisch",1
"He, Papst",1
"Blume, Hase",1
"Stück, Finger",1
"Ga, Papst",1
"Glück, Ik",1
"Awerst, Himmel",1
"Ga, Frau",1
"Blume, Wöör",1
"König, Butt",1
"De, Butt",1
"Papst, Eine",1
"Finger, Riese",1
"Ga, Wöör",1
"He, Glück",1
"See, Gans",1
"König, Gans",1
"Kaiser, Mann",1
"Ga, Awerst",1
"König, De",1
"Wöör, Kaiser",1
"He, Tisch",1
"Stück, Wöör",1
"Gold, Licht",1
"Finger, Wöör",1
"Licht, Kaiser",1
"Awerst, Glück",1
"Butt, Mann",1
"Reich, Kaiser",1
"Butt, Glück",1
"Ehre, Eine",1
"Gold, Riese",1
"Frau, Butt",1
"Schneiderlein, Mann",1
"Geselle, Stein",1
"Mund, Zahn",1
"Schneider, Stein",1
"Streiche, Tag",1
"Schneiderlein, Gast",1
"Schneiderlein, Ding",1
"Vogel, Käse",1
"Stärke, Stück",1
"Schneider, Ohr",1
"Schneiderlein, Stein",1
"Schneider, Königin",1
"Schneider, Schwein",1
"Schneider, Geselle",1
"Stärke, Käse",1
"Frau, Bauersfrau",1
"Freude, Schneiderlein",1
"Leute, Frieden",1
"Schwesterchen, Bruder",1
"Welt, Hauschen",1
"Asche, Freude",1
"Wald, Schwan",1
"Weg, Hauschen",1
"Feder, Schwan",1
"Weg, Diener",1
"'nein, Abend",1
"Welt, Mund",1
"Kind, Gemahlin",1
"Alte, Gemahlin",1
"Land, Jäger",1
"Feuer, Königin",1
"Feuer, Gemahlin",1
"Weg, Königin",1
"Mund, Schwan",1
"Arbeit, Bruder",1
"Frieden, Glück",1
"Welt, Knabe",1
"Feuer, Hauschen",1
"'nein, Zeit",1
"Hauschen, Gemahlin",1
"Weg, Geld",1
"Mantel, Schloß",1
"Arbeit, Schwan",1
"Zeit, Schwan",1
"Vater, Schwan",1
"Abend, Schwan",1
"Tochter, Hauschen",1
"Dornrösche, Jahr",1
"Dornrösche, Königin",1
"Huhn, Feld",1
"Hund, Pferd",1
"Stimme, Spindel",1
"Huhn, Hand",1
"Frosch, Land",1
"Dornrösche, Tag",1
"Wand, Magd",1
"Großvater, Tod",1
"Spindel, Türe",1
"Jüngling, Alte",1
"Wand, Hand",1
"Koch, Haus",1
"Dornrösche, Königssohn",1
"Königssohn, Königstochter",1
"Königssohn, Tod",1
"Wand, Haar",1
"Frosch, Königin",1
"Huhn, Pferd",1
"Flachs, Türe",1
"Magd, Feld",1
"Frau, Spindel",1
"Hund, Haar",1
"Feuer, Feld",1
"Dornrösche, Türe",1
"Dornrösche, Mann",1
"Dornrösche, Stube",1
"Ring, Jahr",1
"Feuer, Haar",1
"Pferd, Feld",1
"Königssohn, Land",1
"König, Königssohn",1
"Jahr, Stimme",1
"Finger, Spindel",1
"Dornrösche, Zeit",1
"Freude, Land",1
"Dornrösche, Land",1
"Mädchen, Spindel",1
